dataset,class_name,prompt,content,sentence_count
CUB,sooty albatross,"Use 10 sentences to describe the what the sooty albatross looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross is a medium-sized seabird, easily recognized by its predominantly dark plumage.</sentence>
<sentence>Its body, wings, and tail are a rich, uniform sooty-black or dark grey.</sentence>
<sentence>This dark coloration provides excellent camouflage against the ocean's depths.</sentence>
<sentence>In contrast to its dark body, the sooty albatross often sports a surprisingly pale or white patch on its forehead.</sentence>
<sentence>This contrast creates a distinctive facial marking that can be quite noticeable.</sentence>
<sentence>Its beak is typically stout and hooked, a characteristic adaptation for catching fish and squid.</sentence>
<sentence>The bill color can vary, sometimes appearing a dark grey or black.</sentence>
<sentence>Its legs and feet are usually dark in color, blending in with its overall dusky appearance.</sentence>
<sentence>Juvenile sooty albatrosses may have slightly lighter undersides or finer mottling, which gradually darkens with age.</sentence>
<sentence>Overall, the sooty albatross presents a sleek, dark silhouette against the sky and sea, with a subtle yet distinct pale forehead marking.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the appearance of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross presents a uniformly dark plumage, giving it its descriptive name.</sentence>
<sentence>Its entire body, from head to tail, is a deep, sooty brown or black.</sentence>
<sentence>The only notable contrast is a pale chin or throat patch, which can be subtle in some individuals.</sentence>
<sentence>Its wings are long and narrow, perfectly adapted for efficient gliding over vast ocean distances.</sentence>
<sentence>When in flight, these wings appear almost black against the sky.</sentence>
<sentence>The bill is sturdy and hooked, typically dark in color, characteristic of albatrosses.</sentence>
<sentence>Its eyes are dark and beady, set within its dark facial features.</sentence>
<sentence>The legs and feet are usually dark, less visible when the bird is in the air.</sentence>
<sentence>Younger birds might have slightly paler underparts, but the overall impression is still one of darkness.</sentence>
<sentence>From a distance, it can be difficult to distinguish from other dark-bodied seabirds due to its monochromatic coloration.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the color of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross is predominantly cloaked in a deep, matte black.</sentence>
<sentence>This intense darkness evokes the color of soot, hence its fitting name.</sentence>
<sentence>However, upon closer inspection, subtle variations can be observed within this overall blackness.</sentence>
<sentence>Some individuals may exhibit a slightly softer, charcoal gray hue, particularly on their undersides.</sentence>
<sentence>The wings often display a more uniform and intense black, a testament to their broad, sweeping flight.</sentence>
<sentence>There are no bright or contrasting patches of color to break the somber tone.</sentence>
<sentence>The overall impression is one of a bird that blends seamlessly with the shadowed depths of the ocean or the twilight sky.</sentence>
<sentence>The blackness is not glossy, but rather a muted, light-absorbing shade.</sentence>
<sentence>Even the beak and legs tend to be dark, often black or a very dark gray, maintaining the consistent color theme.</sentence>
<sentence>This pervasive darkness gives the sooty albatross a mysterious and somewhat understated elegance.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the pattern of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross exhibits a predominantly dark, smoky-gray plumage, a distinguishing characteristic that lends it its name.</sentence>
<sentence>This deep, dusky coloration covers almost the entire body, from the head and back to the wings and tail.</sentence>
<sentence>However, a notable contrast is often seen on the underparts, which can be a lighter, paler gray or even whitish, particularly on the belly.</sentence>
<sentence>The wings are long and narrow, typically appearing uniformly dark from above and below, contributing to their silhouette against the sky.</sentence>
<sentence>The tail is usually squared or slightly rounded and also matches the dark upperparts in color.</sentence>
<sentence>There are subtle variations within the species, with some individuals potentially showing more distinct paler patches or a less uniform coloration.</sentence>
<sentence>Juvenile sooty albatrosses may display a slightly duller or more mottled appearance compared to adults.</sentence>
<sentence>The bill is robust and dark, often with a noticeable hook at the tip, which is typical for albatrosses.</sentence>
<sentence>The legs and feet are also dark, blending seamlessly with the overall somber tones of their plumage.</sentence>
<sentence>This consistent, dark patterning provides excellent camouflage against the vast, often dark ocean surface during their extensive foraging trips.</sentence>",10
CUB,sooty albatross,"Use 10 sentences to describe the the shape of the sooty albatross:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sooty albatross possesses a truly aerodynamic and graceful form, perfectly adapted for a life at sea.</sentence>
<sentence>Its body is elongated and streamlined, tapering towards a relatively narrow stern.</sentence>
<sentence>The wings are remarkably long and slender, with a pronounced dihedral angle that contributes to their effortless gliding capabilities.</sentence>
<sentence>When folded, the wings lie flat and close against the body, further enhancing its torpedo-like silhouette.</sentence>
<sentence>The head is proportionally small and neatly tucked into the body, minimizing drag.</sentence>
<sentence>Its beak is long and hooked, a formidable tool for catching prey, and it contributes to the overall sleekness of its profile.</sentence>
<sentence>The tail is moderately long and slightly forked, providing stability and maneuverability during flight.</sentence>
<sentence>Legs are short and set far back on the body, which are more suited for swimming than walking, and thus are less noticeable when in the air.</sentence>
<sentence>The overall impression is one of a living dart, built for speed and endurance across vast ocean expanses.</sentence>
<sentence>Even when at rest, the sooty albatross exudes a compact and streamlined elegance.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the what the groove billed ani looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Groove-billed Ani is a strikingly black bird with iridescent highlights.</sentence>
<sentence>Its plumage often appears deep blue or purple in direct sunlight.</sentence>
<sentence>A defining characteristic is its large, robust beak, which is a pale, horn-like color.</sentence>
<sentence>This beak is noticeably grooved, giving the bird its distinctive name.</sentence>
<sentence>The Groove-billed Ani possesses a slender body and long tail feathers.</sentence>
<sentence>Its legs and feet are typically dark gray or black, built for perching.</sentence>
<sentence>While its overall coloration is dark, its eyes can be a bright, contrasting red.</sentence>
<sentence>The birds are roughly the size of a robin or a small crow.</sentence>
<sentence>They have a somewhat elongated and streamlined appearance, especially when in flight.</sentence>
<sentence>The combination of its dark, glossy feathers and unique bill makes the Groove-billed Ani easily recognizable.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the appearance of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Groove-billed Ani is a strikingly all-black bird, a common sight in its tropical and subtropical habitats.</sentence>
<sentence>Its plumage possesses an iridescent sheen, often displaying hints of purple or blue in direct sunlight.</sentence>
<sentence>The most defining characteristic is its unusually large, boat-shaped bill, which is a pale, chalky blue color, giving the bird its name.</sentence>
<sentence>This substantial bill overhangs the lower mandible, creating a unique and somewhat comical profile.</sentence>
<sentence>Its eyes are dark and beady, contrasting sharply with its lighter bill and black feathers.</sentence>
<sentence>The bird's legs and feet are also black, and are relatively strong for perching and walking on various surfaces.</sentence>
<sentence>Groove-billed Anis have a slender, elongated body shape, typical of many cuckoos.</sentence>
<sentence>Their tails are long and can appear squared off or slightly notched at the end.</sentence>
<sentence>When perched, their posture tends to be upright, contributing to their somewhat formal appearance.</sentence>
<sentence>Juveniles share the same all-black plumage but typically have a less developed, smaller bill that gradually changes in size and coloration as they mature.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the color of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The groove-billed ani typically presents a striking, iridescent black plumage.</sentence>
<sentence>This black is not a flat, dull shade but rather possesses a deep, glossy sheen.</sentence>
<sentence>In direct sunlight, flashes of subtle blues and purples can be observed shimmering across its feathers.</sentence>
<sentence>The intensity of these iridescent hues can shift depending on the angle of light and the bird's movement.</sentence>
<sentence>Individual feathers, upon closer inspection, might reveal a mix of dark tones that contribute to the overall effect.</sentence>
<sentence>The light reflecting off the smooth, compact feathers creates a velvety appearance.</sentence>
<sentence>Beneath the surface sheen, a true ebony base color is evident, absorbing light effectively.</sentence>
<sentence>Even in dimmer conditions, the ani retains a dark, almost charcoal-like presence.</sentence>
<sentence>The beak itself, while technically not plumage, often contrasts with a yellowish or grayish hue, drawing attention against the dark body.</sentence>
<sentence>Overall, the groove-billed ani is a creature of profound, shimmering darkness, a living jewel in its environment.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the pattern of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The groove-billed ani is a striking bird with a predominantly black plumage.</sentence>
<sentence>This black coloration is often iridescent, shimmering with hints of blue or purple in direct sunlight.</sentence>
<sentence>A defining characteristic is its heavy, arched bill, which is a pale blue-grey color.</sentence>
<sentence>This distinctive bill has a pronounced keel along the top, giving it a ""grooved"" appearance, hence its name.</sentence>
<sentence>The eyes of the groove-billed ani are typically a bright red, providing a stark contrast to its dark feathers.</sentence>
<sentence>Its legs and feet are dark grey and strong, adapted for hopping and walking on the ground.</sentence>
<sentence>Young groove-billed anis are born with a darker, less developed bill that gradually develops its characteristic groove and pale color as they mature.</sentence>
<sentence>While primarily black, subtle variations in sheen and pigment can occur, especially with age and environmental factors.</sentence>
<sentence>The overall pattern is one of a uniformly dark, medium-sized bird distinguished by its uniquely shaped pale bill and vivid red eyes.</sentence>
<sentence>This combination of features makes the groove-billed ani easily recognizable within its habitat.</sentence>",10
CUB,groove billed ani,"Use 10 sentences to describe the the shape of the groove billed ani:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Groove-billed Ani is a medium-sized bird, though its shape is perhaps its most distinctive feature.</sentence>
<sentence>Its overall silhouette is slender and somewhat elongated, giving it a streamlined appearance.</sentence>
<sentence>The body is relatively narrow, lacking the plumpness found in some other blackbird species.</sentence>
<sentence>Its head appears proportionally small in relation to its body, often held slightly forward.</sentence>
<sentence>The most striking characteristic is its bill, which is notably deep and grooved, hence its name.</sentence>
<sentence>This bill is high at the base, tapering to a point and possessing a somewhat flattened profile from the side.</sentence>
<sentence>The tail of the Groove-billed Ani is long and graduated, often fanned out slightly when perched or in flight.</sentence>
<sentence>Its legs are moderately long, allowing for efficient hopping on the ground.</sentence>
<sentence>In flight, the wings appear somewhat broad and rounded at the tips.</sentence>
<sentence>The combination of its slender body, distinctive bill, and long tail creates a unique and recognizable avian form.</sentence>",10
CUB,crested auklet,"Use 10 sentences to describe the what the crested auklet looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The crested auklet is a small, stocky seabird, roughly the size of a robin.</sentence>
<sentence>Its plumage is primarily black on the back and wings, contrasting with a stark white belly and breast.</sentence>
<sentence>The most striking feature is its namesake crest, a prominent plume of fine, delicate white feathers that arches forward from its forehead.</sentence>
<sentence>This crest is most noticeable during the breeding season, giving the bird a distinctive and almost comical appearance.</sentence>
<sentence>Its head is a glossy black, often appearing deep blue or purple in certain lights.</sentence>
<sentence>The auklet possesses a short, stout, and bright orange bill, which is often flattened and has a shallow groove near the tip.</sentence>
<sentence>Its eyes are dark and appear beady, set within the black head.</sentence>
<sentence>The legs and feet are a vivid orange or reddish-orange, matching its bill.</sentence>
<sentence>In non-breeding plumage, the crest feathers are often less developed or absent, making the bird appear more subdued.</sentence>
<sentence>Overall, the crested auklet presents a compact silhouette with its short neck and rounded body, easily identifiable by its jaunty white head adornment.</sentence>",10
CUB,crested auklet,"Use 10 sentences to describe the the appearance of the crested auklet:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The crested auklet is a small, plump seabird with a distinctive black and white plumage.</sentence>
<sentence>Its most striking feature is a delicate, feather crest that extends from its forehead, often swept back.</sentence>
<sentence>This crest is typically white or pale yellow, providing a stark contrast against its dark head.</sentence>
<sentence>The rest of its head and back are a glossy black, while its underside is a clean white.</sentence>
<sentence>It possesses a short, stout, and brightly colored bill, often a vibrant orange or yellow, which is particularly noticeable.</sentence>
<sentence>The eyes are dark and round, giving the bird an alert and somewhat endearing expression.</sentence>
<sentence>Its legs are short and set far back on its body, typical of diving birds, and are usually a dull reddish or grayish color.</sentence>
<sentence>When in flight, its wings appear short and rounded, beating rapidly to propel it through the air.</sentence>
<sentence>The overall impression is of a compact and dapper bird, well-adapted to its marine environment.</sentence>
<sentence>During the breeding season, the crest becomes more prominent, enhancing its already unique appearance.</sentence>",10
CUB,crested auklet,"Use 10 sentences to describe the the color of the crested auklet:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The crested auklet presents a rather striking and unusual coloration, particularly noticeable during the breeding season.</sentence>
<sentence>Its most defining feature is the white, comma-shaped crest that extends from its forehead, often appearing luminous against its dark plumage.</sentence>
<sentence>The majority of its body is a deep, glossy black, providing a stark contrast to the bright white facial marking.</sentence>
<sentence>Beneath its black upperparts, the auklet's belly and undertail coverts are clean, pure white, creating a distinct line of demarcation.</sentence>
<sentence>The beak, while dark at the base, often displays a bright, almost unnatural-looking yellow or orange hue, especially as it matures.</sentence>
<sentence>This vibrant beak color is not uniform; it tends to be more intense and widespread during the peak of the breeding period.</sentence>
<sentence>The legs and feet of the crested auklet are typically a dull, grayish-pink or dusky color.</sentence>
<sentence>Its eyes are dark, offering little in terms of contrasting color, but they are framed by the striking white facial patch.</sentence>
<sentence>The overall effect is one of stark contrasts, with the bold white and bright yellow/orange elements sharply defined against the dark body.</sentence>
<sentence>Outside of the breeding season, some of these vibrant colors, particularly the crest and beak intensity, may become less pronounced.</sentence>",10
CUB,crested auklet,"Use 10 sentences to describe the the pattern of the crested auklet:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The crested auklet's plumage is predominantly a sophisticated blend of slate gray and black.</sentence>
<sentence>During the breeding season, a striking feature emerges: a prominent, crest-like tuft of white feathers atop its head.</sentence>
<sentence>This crest, often described as wispy and elegant, gives the bird its distinctive name.</sentence>
<sentence>Below, the bird's underparts are a stark contrast, usually a clean white, providing excellent camouflage against the sky while in flight.</sentence>
<sentence>Its wings are typically dark, mirroring the slate gray of its back, aiding in their aerial pursuits.</sentence>
<sentence>The beak of the crested auklet is short, sturdy, and often a vibrant orange or yellow, especially noticeable during the breeding months.</sentence>
<sentence>Around the eyes, a fine, delicate white line can sometimes be observed, adding to the refined appearance.</sentence>
<sentence>In winter, the elaborate white crest typically recedes or disappears entirely, leaving a more uniformly dark appearance.</sentence>
<sentence>The overall pattern is one of stark contrasts, with the dark upperparts and white underparts being a defining characteristic.</sentence>
<sentence>This adaptation allows for effective camouflage both from predators above and prey below in their marine environment.</sentence>",10
CUB,crested auklet,"Use 10 sentences to describe the the shape of the crested auklet:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The crested auklet possesses a compact, somewhat plump body reminiscent of a small penguin.</sentence>
<sentence>Its overall silhouette is rounded, with a relatively short neck and a small head perched atop.</sentence>
<sentence>The wings are short and paddle-like, adapted for powerful underwater propulsion rather than extended flight.</sentence>
<sentence>Its tail is short and clipped, often held slightly raised.</sentence>
<sentence>The most distinctive feature is its namesake ""crest,"" a delicate spray of white feathers that emerges just above the eye, particularly prominent during the breeding season.</sentence>
<sentence>This crest, though sometimes understated, adds a touch of elegance to its otherwise robust form.</sentence>
<sentence>The beak is sturdy and conical, often exhibiting a bright, contrasting color like orange or yellow, especially during mating displays.</sentence>
<sentence>Its feet are set relatively far back on its body, contributing to an upright posture when on land.</sentence>
<sentence>When swimming, its body becomes more streamlined, with the compact shape aiding in agility beneath the water's surface.</sentence>
<sentence>Overall, the crested auklet presents a charming, well-proportioned avian form that is both practical for its oceanic lifestyle and aesthetically enhanced by its unique cranial adornment.</sentence>",10
