dataset,class_name,prompt,content,sentence_count
flower,cyclamen flower,"Use 10 sentences to describe the what the cyclamen flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The cyclamen flower is immediately recognizable by its distinctive backward-swept petals.</sentence>
<sentence>These petals, often described as ""reflexed"" or ""swept back,"" resemble a dancer's skirt or a graceful butterfly's wings.</sentence>
<sentence>The flower's color palette is incredibly diverse, ranging from pure whites and soft pinks to vibrant fuchsias and deep reds.</sentence>
<sentence>Some varieties also boast beautiful bicolors, with dark markings near the base of the petals or contrasting edges.</sentence>
<sentence>Each bloom typically emerges from a central, somewhat fused corona or throat at the petal base.</sentence>
<sentence>Standing atop slender, upright stems, the flowers appear to float above the foliage.</sentence>
<sentence>The leaves themselves are a key characteristic of the cyclamen, often heart-shaped or rounded with intricate silver or grey markings.</sentence>
<sentence>These markings create beautiful patterns that add visual interest even when the plant is not in bloom.</sentence>
<sentence>The overall impression of a cyclamen flower is one of delicate beauty and understated elegance.</sentence>
<sentence>The combination of its unique petal shape, rich colors, and patterned foliage makes it a truly captivating bloom.</sentence>",10
flower,cyclamen flower,"Use 10 sentences to describe the the appearance of the cyclamen flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The cyclamen flower boasts a truly unique and captivating form.</sentence>
<sentence>Its most striking feature is the set of reflexed petals, which curve dramatically upwards and backwards, resembling delicate butterfly wings.</sentence>
<sentence>These petals are often broad and somewhat rounded at the tips, forming a distinctive cup-like shape.</sentence>
<sentence>The colors of cyclamen flowers are incredibly varied, ranging from pure white and soft pinks to vibrant fuchsias and deep burgundies.</sentence>
<sentence>Some varieties also display intricate patterns, such as darker veins radiating from the throat or a contrasting ""eye"" at the base of each petal.</sentence>
<sentence>Beneath the flamboyant petals lies a small, often darker, central whorl of stamens, adding a touch of intricate detail.</sentence>
<sentence>The flower stem is slender and graceful, emerging from a corm and holding the bloom aloft.</sentence>
<sentence>The foliage of the cyclamen is equally attractive, with heart-shaped or rounded leaves often adorned with silvery or dark marbling.</sentence>
<sentence>The leaves typically grow from the base of the plant, framing the delicate blossoms.</sentence>
<sentence>Overall, the cyclamen presents a picture of elegant simplicity and vibrant coloration, a true jewel of the winter garden.</sentence>",10
flower,cyclamen flower,"Use 10 sentences to describe the the color of the cyclamen flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The cyclamen flower boasts a spectrum of enchanting hues, predominantly a captivating shade of pink.</sentence>
<sentence>This pink can range from the palest blush, reminiscent of a spring dawn, to a vibrant fuchsia that commands attention.</sentence>
<sentence>Often, the petals display a subtle gradient, deepening in color towards the throat of the bloom.</sentence>
<sentence>Beyond pink, cyclamen also bloom in a striking pure white, offering a stark and elegant contrast.</sentence>
<sentence>Some varieties present a rich, deep crimson, evoking a sense of luxury and passion.</sentence>
<sentence>A less common, yet equally beautiful, color is a soft lavender, lending an ethereal quality to the flower.</sentence>
<sentence>Occasionally, you might find cyclamen with bicolored petals, where white edges frame a colored center, or vice versa.</sentence>
<sentence>The texture of the petals can also influence the perception of color, with velvety surfaces absorbing light differently.</sentence>
<sentence>The delicate veins often subtly trace darker lines against the main petal color, adding intricate detail.</sentence>
<sentence>Overall, the cyclamen's color palette is a testament to nature's artistry, offering a diverse and beautiful display.</sentence>",10
flower,cyclamen flower,"Use 10 sentences to describe the the pattern of the cyclamen flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The cyclamen flower boasts a distinctive and captivating pattern that sets it apart.</sentence>
<sentence>Its petals are the most prominent feature, often exhibiting a graceful reflexed or swept-back arrangement.</sentence>
<sentence>These petals typically form a star-like silhouette, pointing upwards or outwards.</sentence>
<sentence>The coloration of the petals can be remarkably varied, ranging from pure white to deep crimson, with many shades of pink in between.</sentence>
<sentence>Often, a darker, contrasting color forms a ""mouth"" or eye at the base of each petal, circling the central stamens.</sentence>
<sentence>This basal marking can be a deep maroon, a rich purple, or even a dark rose.</sentence>
<sentence>The edges of the petals can be smooth and rounded, or they might display a delicate frill or serration.</sentence>
<sentence>The sepals, located beneath the petals, are usually a more muted green and tend to hug the ovary.</sentence>
<sentence>The overall impression is one of elegant simplicity, yet with an intricate and eye-catching detail.</sentence>
<sentence>This unique floral architecture makes the cyclamen instantly recognizable and highly prized.</sentence>",10
flower,cyclamen flower,"Use 10 sentences to describe the the shape of the cyclamen flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The cyclamen flower presents a truly unique and captivating silhouette.</sentence>
<sentence>Its most striking feature is the distinct upward sweep of its petals.</sentence>
<sentence>These petals, often described as reflexed or swept back, curve dramatically away from the flower's center.</sentence>
<sentence>This creates a somewhat startled or surprised appearance, as if the flower is recoiling.</sentence>
<sentence>Below these upright petals, a series of sepals forms a more subtle, cup-like base.</sentence>
<sentence>The stamens and pistil are typically clustered tightly within the confines formed by the base of the petals.</sentence>
<sentence>The overall effect is one of delicate elegance, with a touch of whimsical defiance.</sentence>
<sentence>The flower often appears to have a star-like or angelic quality due to the way the petals radiate upwards.</sentence>
<sentence>This unusual arrangement sets it apart from many other common floral forms.</sentence>
<sentence>The combination of the upturned petals, the compact center, and the basal sepals defines the cyclamen's signature shape.</sentence>",10
flower,watercress flower,"Use 10 sentences to describe the what the watercress flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The watercress flower is a delicate bloom, typically no more than a centimeter across.</sentence>
<sentence>It features four distinct petals, often a crisp white or a soft, pale pink.</sentence>
<sentence>These petals are roughly petaloid, meaning they resemble tiny spoons or spatulas in shape.</sentence>
<sentence>At the center of the flower, a cluster of small, yellow stamens adds a delightful contrast.</sentence>
<sentence>These stamens are often tipped with a subtle brown or beige anther.</sentence>
<sentence>The flowers grow in small, loose clusters, forming a charming inflorescence atop the plant's stems.</sentence>
<sentence>They are held aloft on slender, often hairless, pedicels that branch out gracefully.</sentence>
<sentence>The overall impression is one of airy simplicity and understated beauty.</sentence>
<sentence>Each individual bloom is small, but en masse, they create a visually appealing display.</sentence>
<sentence>The subtle coloration and delicate structure make the watercress flower a charming sight in its watery habitat.</sentence>",10
flower,watercress flower,"Use 10 sentences to describe the the appearance of the watercress flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The watercress flower is a delicate bloom, typically found growing in damp, fertile environments.</sentence>
<sentence>It emerges as a cluster of small, star-shaped blossoms perched atop slender, leafy stems.</sentence>
<sentence>Each individual flower is quite petite, usually measuring just a centimeter or two across.</sentence>
<sentence>The petals are a soft, luminous white, often with a faint, almost translucent quality.</sentence>
<sentence>Sometimes, subtle, pale green veins can be observed radiating from the center of each petal.</sentence>
<sentence>At the heart of the flower, a cluster of delicate stamens, often tinged with yellow or a very pale green, are visible.</sentence>
<sentence>These stamens are typically tipped with tiny, light-colored anthers.</sentence>
<sentence>The overall impression is one of understated beauty and natural simplicity.</sentence>
<sentence>When viewed en masse, the watercress flowers create a frothy, white carpet against the vibrant green of the foliage.</sentence>
<sentence>The sheer abundance of these tiny white blossoms is a defining characteristic of the watercress plant in bloom.</sentence>",10
flower,watercress flower,"Use 10 sentences to describe the the color of the watercress flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The watercress flower presents a delicate and unassuming beauty.</sentence>
<sentence>Its petals are primarily a crisp, clean white.</sentence>
<sentence>This white is not a stark, icy hue, but rather a soft, almost creamy shade.</sentence>
<sentence>Upon closer inspection, faint hints of pale yellow can often be discerned at the very center of the bloom.</sentence>
<sentence>These minuscule yellow accents add a subtle warmth to the otherwise cool white petals.</sentence>
<sentence>The overall impression is one of refreshing purity.</sentence>
<sentence>There is no vibrant or bold coloration; instead, it speaks of subtle elegance.</sentence>
<sentence>The delicate white petals are often tinged with a minuscule blush of pink or lavender, especially in cooler conditions.</sentence>
<sentence>These faint undertones, if present, are so subtle they are easily missed without careful observation.</sentence>
<sentence>The watercress flower's color evokes a sense of unpretentious natural beauty, like fresh dew drops on a spring morning.</sentence>",10
flower,watercress flower,"Use 10 sentences to describe the the pattern of the watercress flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The watercress flower is a delicate and small bloom.</sentence>
<sentence>It typically displays four petals, arranged in a cruciform or cross-like shape.</sentence>
<sentence>These petals are usually white or sometimes a pale pinkish-white.</sentence>
<sentence>The petals are often ovate or slightly notched at the tip.</sentence>
<sentence>In the center of the flower, numerous stamens with yellow anthers can be observed.</sentence>
<sentence>These stamens typically stand out against the lighter color of the petals.</sentence>
<sentence>The flower itself is borne on slender stalks, arising from the plant's stems.</sentence>
<sentence>They grow in clusters, forming small but noticeable inflorescences.</sentence>
<sentence>The overall impression of the watercress flower is one of simple elegance and freshness.</sentence>
<sentence>This distinct four-petal arrangement is characteristic of the Brassicaceae family to which watercress belongs.</sentence>",10
flower,watercress flower,"Use 10 sentences to describe the the shape of the watercress flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The watercress flower is a delicate and often overlooked bloom.</sentence>
<sentence>It typically presents with four distinct petals, forming a simple, cross-like arrangement.</sentence>
<sentence>These petals are generally small and ovate, meaning they are egg-shaped.</sentence>
<sentence>The color of the petals is usually a pure, crisp white, though sometimes a very pale pink blush can be observed.</sentence>
<sentence>At the center of the flower, a cluster of slender stamens is visible.</sentence>
<sentence>These stamens bear tiny, often yellow or pale green anthers, adding a subtle contrast to the white petals.</sentence>
<sentence>The overall shape is radially symmetrical, with the petals spreading outwards from the center.</sentence>
<sentence>The flowers grow in small clusters, often appearing like tiny stars scattered across the foliage.</sentence>
<sentence>They are typically borne on thin, erect stems that rise above the water or damp soil.</sentence>
<sentence>The overall impression is one of understated natural beauty, a small testament to the plant's vitality.</sentence>",10
flower,frangipani flower,"Use 10 sentences to describe the what the frangipani flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The frangipani flower, also known as plumeria, is a tropical bloom renowned for its exquisite beauty and intoxicating fragrance.</sentence>
<sentence>These flowers typically possess five to seven waxy, ovate petals that unfurl gracefully from a central point.</sentence>
<sentence>The petals often have a smooth, slightly concave surface, giving the flower a delicate yet substantial feel.</sentence>
<sentence>Frangipani comes in a stunning array of colors, ranging from pure white and creamy yellow to vibrant pinks, reds, and even deep purples.</sentence>
<sentence>Many varieties exhibit a captivating blend of colors, with a contrasting center or edges that add to their visual appeal.</sentence>
<sentence>A distinctive feature is the cluster of yellow or orange stamens and pistil at the very heart of the bloom, often subtly visible.</sentence>
<sentence>When in full bloom, the flowers can vary in size, typically measuring between 2 to 4 inches in diameter.</sentence>
<sentence>Some frangipani varieties possess a slightly ruffled edge to their petals, adding a touch of soft texture.</sentence>
<sentence>The glossy, leathery leaves of the frangipani tree provide a lush backdrop to the showy blossoms.</sentence>
<sentence>Overall, the frangipani flower presents a picture of tropical elegance, characterized by its smooth, colorful petals and captivating aroma.</sentence>",10
flower,frangipani flower,"Use 10 sentences to describe the the appearance of the frangipani flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The frangipani flower, also known as plumeria, is a tropical bloom renowned for its captivating beauty.</sentence>
<sentence>Its petals are typically waxy and thick, giving them a substantial and luxurious feel.</sentence>
<sentence>Most commonly, the petals are a rich creamy white, often with a striking yellow or orange center.</sentence>
<sentence>Some varieties display vibrant hues of pink, red, or even a deep burgundy.</sentence>
<sentence>The petals are arranged in a pinwheel or star-like pattern, radiating outwards from the center.</sentence>
<sentence>They have smooth, rounded edges that contribute to the flower's delicate yet full appearance.</sentence>
<sentence>A distinctive central throat, often a contrasting color, adds depth and visual interest.</sentence>
<sentence>The flowers are usually borne in clusters, creating a dazzling display of color and fragrance.</sentence>
<sentence>Each individual flower, while often not large, possesses a sculptural quality due to its petal arrangement.</sentence>
<sentence>The overall impression is one of tropical elegance and fragrant allure.</sentence>",10
flower,frangipani flower,"Use 10 sentences to describe the the color of the frangipani flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The frangipani flower is a vibrant canvas of soft, inviting colors.</sentence>
<sentence>Often, the petals gleam with a pristine, creamy white, reminiscent of fresh snow.</sentence>
<sentence>This pure white central hue frequently transitions into gentle washes of pale yellow, like the first blush of dawn.</sentence>
<sentence>In some varieties, the white and yellow are beautifully accented by delicate streaks of rose pink or a soft salmon blush.</sentence>
<sentence>These rosy tones can be subtle, appearing as a whisper on the outer edges of the petals.</sentence>
<sentence>Other frangipani blossoms boast a more intense fuchsia or deep coral presence, especially towards their centers.</sentence>
<sentence>The coloration is rarely uniform, offering a delightful blend and gradient of shades within a single bloom.</sentence>
<sentence>The texture of the petals, often waxy and substantial, enhances the vibrancy of their colors.</sentence>
<sentence>Sunlight can make the colors appear even more luminous, as if they are radiating their own inner light.</sentence>
<sentence>Overall, the frangipani presents a palette that is both serene and exotically cheerful, a true tropical delight.</sentence>",10
flower,frangipani flower,"Use 10 sentences to describe the the pattern of the frangipani flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The frangipani flower typically displays a radial symmetry, with its petals arranged evenly around a central point.</sentence>
<sentence>Most commonly, frangipani flowers possess five petals, though variations with six or more are not unheard of.</sentence>
<sentence>These petals are often broad and somewhat overlapping, creating a sense of fullness and softness.</sentence>
<sentence>The shape of the individual petals can vary, ranging from ovate to lanceolate, and they often have a slightly thickened or waxy texture.</sentence>
<sentence>The arrangement of the petals allows them to open outwards, revealing a delicate central throat.</sentence>
<sentence>The coloration of frangipani petals is a prominent feature, often exhibiting a gradient from the center outwards or distinct color blocking.</sentence>
<sentence>White is a frequent base color, frequently accented with vibrant yellows, pinks, or reds near the throat.</sentence>
<sentence>The edges of the petals are usually smooth and gently curved, contributing to the flower's elegant appearance.</sentence>
<sentence>In some cultivars, the petals may exhibit a gentle reflex or curl backwards, adding a subtle dimension to the overall form.</sentence>
<sentence>Collectively, these features create a visually appealing and consistent pattern that is characteristic of the frangipani genus.</sentence>",10
flower,frangipani flower,"Use 10 sentences to describe the the shape of the frangipani flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The frangipani flower boasts a delicate, star-like form.</sentence>
<sentence>It typically features five ovate or oblong petals that are smooth and slightly waxy.</sentence>
<sentence>These petals are arranged in an outward-spreading manner, creating a distinct radial symmetry.</sentence>
<sentence>At the base of each petal, there is often a subtle curve or indentation.</sentence>
<sentence>The center of the flower is usually a focal point, with a cluster of stamens and pistils.</sentence>
<sentence>The overall impression is one of graceful elegance and simplicity.</sentence>
<sentence>While generally flat from the top, the petals can sometimes curl slightly upwards or downwards at their edges.</sentence>
<sentence>The arrangement of the petals often leaves small gaps between them, contributing to its airy appearance.</sentence>
<sentence>Individual blooms can vary slightly in their exact petal count, but five is the most common.</sentence>
<sentence>This characteristic five-pointed shape is a defining feature of the frangipani.</sentence>",10
