dataset,class_name,prompt,content,sentence_count
food,baklava,"Use 10 sentences to describe the the color of the baklava:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The baklava shimmered with a rich, golden hue, reminiscent of sun-drenched honey.</sentence>
<sentence>Each delicate layer of filo dough seemed to glow with an internal amber light.</sentence>
<sentence>Deeper within the pastry, streaks of toasted brown hinted at nutty undertones.</sentence>
<sentence>Where the syrup had caramelized, a darker, almost burnished bronze emerged.</sentence>
<sentence>Flecks of finely chopped pistachios added vibrant pops of emerald green against the dominant gold.</sentence>
<sentence>The overall impression was one of warmth and sweetness, captured in edible color.</sentence>
<sentence>Underneath, the pastry took on a slightly paler, buttery yellow.</sentence>
<sentence>The edges exhibited a more intense golden-brown, kissed by the heat of the oven.</sentence>
<sentence>A glistening sheen from the honey syrup coated the surface, amplifying the golden radiance.</sentence>
<sentence>It was a tapestry of warm tones, a visual promise of the sweet, nutty delight within.</sentence>",10
food,baklava,"Use 10 sentences to describe the the pattern of the baklava:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Baklava's pattern is a mesmerizing interplay of thin, doughy layers.</sentence>
<sentence>These delicate sheets, known as phyllo, are meticulously stacked one atop another.</sentence>
<sentence>Each layer is brushed with melted butter or oil, creating distinct separations.</sentence>
<sentence>This meticulous layering builds a substantial yet airy foundation.</sentence>
<sentence>Within this strata, a rich filling of chopped nuts is generously distributed.</sentence>
<sentence>Commonly, walnuts, pistachios, or almonds are finely ground or chopped.</sentence>
<sentence>This nutty core is then encased by more layers of buttered phyllo.</sentence>
<sentence>The entire structure is then sliced into geometric shapes, often diamonds or squares.</sentence>
<sentence>After baking to a golden crisp, a sweet syrup is poured over the top.</sentence>
<sentence>This liquid seeps into the layers, softening them slightly while creating a sticky, glistening surface that enhances the overall visual and textural pattern.</sentence>",10
food,baklava,"Use 10 sentences to describe the the shape of the baklava:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Baklava typically presents as a rectangular or square confection.</sentence>
<sentence>Its defining characteristic is its layered structure, visible from the sides.</sentence>
<sentence>Each layer consists of incredibly thin, crisp pastry sheets, akin to filo dough.</sentence>
<sentence>These layers are meticulously stacked, creating a geometric arrangement.</sentence>
<sentence>Between the pastry layers are generous fillings of chopped nuts.</sentence>
<sentence>These nuts, often walnuts or pistachios, are packed densely within the pastry.</sentence>
<sentence>The entire confection is then drenched in a sweet syrup after baking.</sentence>
<sentence>This syrup often imparts a glossy sheen to the exposed top surfaces.</sentence>
<sentence>When cut, individual pieces often reveal a distinct triangular or diamond shape.</sentence>
<sentence>This common cut accentuates the triangular cross-section of the stacked layers.</sentence>",10
food,beef carpaccio,"Use 10 sentences to describe the what the beef carpaccio looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef carpaccio presents a visually striking tableau of thinly sliced, raw beef.</sentence>
<sentence>Each translucent slice is arranged meticulously, often fanned out or overlapping in an artful display.</sentence>
<sentence>The color of the beef ranges from a deep, rich ruby red to a lighter, almost rosy hue, depending on the cut and freshness.</sentence>
<sentence>The surface of the meat appears smooth and glossy, hinting at its delicate texture.</sentence>
<sentence>Often, a shimmering sheen of olive oil glistens across the surface of the carpaccio.</sentence>
<sentence>Bright green flecks of fresh parsley or arugula are frequently scattered over the beef, adding vibrant contrast.</sentence>
<sentence>Thin shavings of Parmesan cheese, a pale ivory color, may be dusted over the top, adding a slightly granular texture.</sentence>
<sentence>Sometimes, a scattering of capers, small and dark, provides tiny pops of visual interest.</sentence>
<sentence>The overall impression is one of elegance and lightness, with the delicate colors and textures playing off each other.</sentence>
<sentence>It resembles a painter's palette, carefully composed with bold, clean strokes of color and subtle nuances.</sentence>",10
food,beef carpaccio,"Use 10 sentences to describe the the appearance of the beef carpaccio:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef carpaccio presents itself as a delicate mosaic of thinly sliced raw beef.</sentence>
<sentence>Each translucent slice is artfully arranged, often overlapping slightly to reveal subtle variations in color.</sentence>
<sentence>The predominant hue is a rich, ruby-red, hinting at the freshness and leanness of the cut.</sentence>
<sentence>A faint marbling, subtle streaks of pale fat, may be visible, adding visual interest and promising a tender texture.</sentence>
<sentence>The edges of the slices are impeccably clean-cut, showcasing the precision of the preparation.</sentence>
<sentence>Often, a light drizzle of olive oil glistens across the surface, reflecting the ambient light.</sentence>
<sentence>Crimson flecks of freshly cracked black pepper might be scattered sparingly, providing a visual contrast.</sentence>
<sentence>Delicate green garnishes, such as microgreens or finely chopped parsley, are frequently interspersed, adding pops of vibrant color.</sentence>
<sentence>Occasionally, a dusting of grated Parmesan cheese creates a pale, snowy contrast against the deep red of the beef.</sentence>
<sentence>The overall impression is one of elegant simplicity and unfussy, refined beauty.</sentence>",10
food,beef carpaccio,"Use 10 sentences to describe the the color of the beef carpaccio:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef carpaccio boasts a vibrant, ruby-red hue that immediately suggests its freshness.</sentence>
<sentence>This deep crimson color is characteristic of thinly sliced, prime quality raw beef.</sentence>
<sentence>Subtle variations in shade, from a brighter cherry red at the edges to a slightly darker, almost garnet tone in the center, add visual depth.</sentence>
<sentence>The translucence of the paper-thin slices allows light to play across the surface, enhancing the richness of the color.</sentence>
<sentence>Occasionally, delicate marbling of creamy white fat can be seen, offering a visual contrast to the dominant red.</sentence>
<sentence>Depending on the cut of beef, hints of purplish undertones might be present, especially in leaner sections.</sentence>
<sentence>The color is a pure, unadulterated expression of the raw meat, free from any artificial tinting.</sentence>
<sentence>When drizzled with olive oil, the beef carpaccio takes on a glossy sheen, making its color appear even more intense and luxurious.</sentence>
<sentence>The overall impression is one of sophisticated elegance, with the color being a primary contributor to its appeal.</sentence>
<sentence>This striking red is not just visually appealing but also promises a tender and flavorful culinary experience.</sentence>",10
food,beef carpaccio,"Use 10 sentences to describe the the pattern of the beef carpaccio:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef carpaccio presents a delicate, minimalist aesthetic.</sentence>
<sentence>Thinly sliced raw beef forms the foundation of the dish, arranged in overlapping layers.</sentence>
<sentence>These slices are typically spread out across the plate in a semi-circular or somewhat radial pattern.</sentence>
<sentence>The edges of the beef slices are often slightly curled, adding a subtle texture.</sentence>
<sentence>Between these meat layers, there are often sparse accents of vibrant green, like arugula or parsley.</sentence>
<sentence>Small dots or drizzles of a rich, glossy dressing, often balsamic glaze or olive oil, create visual punctuation.</sentence>
<sentence>Occasionally, shavings of white cheese, like Parmesan, are scattered delicately over the top.</sentence>
<sentence>The overall pattern emphasizes space and the pure color of the ingredients.</sentence>
<sentence>This arrangement allows each component to be appreciated individually while contributing to a harmonious whole.</sentence>
<sentence>The visual flow guides the eye across the plate, hinting at the refined flavors within.</sentence>",10
food,beef carpaccio,"Use 10 sentences to describe the the shape of the beef carpaccio:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef carpaccio is typically presented as a collection of thinly sliced, raw beef rounds.</sentence>
<sentence>Each individual slice is usually quite broad and flat, resembling a delicate, crimson petal.</sentence>
<sentence>When arranged on the plate, these slices are often fanned out or layered in a slightly overlapping fashion.</sentence>
<sentence>This arrangement creates a visually appealing, circular or semi-circular pattern, reminiscent of a flower in bloom.</sentence>
<sentence>The edges of the slices are often irregular, showcasing the natural grain of the beef.</sentence>
<sentence>They are so thin that light can sometimes pass through them, emphasizing their ethereal quality.</sentence>
<sentence>The overall shape is one of subtle curves and organic, flowing lines, not rigid geometry.</sentence>
<sentence>Depending on the cut and preparation, the slices might have a slight crescent or elongated oval form.</sentence>
<sentence>Together, they form a delicate mosaic, designed to be both appetizing and elegant.</sentence>
<sentence>The cumulative shape speaks to a careful curation, highlighting the quality and texture of the beef itself.</sentence>",10
food,beef tartare,"Use 10 sentences to describe the what the beef tartare looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef tartare is a mound of finely minced, ruby-red raw beef.</sentence>
<sentence>Its vibrant color suggests exceptional freshness and quality of the meat.</sentence>
<sentence>The texture appears incredibly smooth and almost buttery, lacking any discernible gristle.</sentence>
<sentence>Tiny specks of what appear to be finely chopped shallots or red onion are interspersed throughout the meat.</sentence>
<sentence>A glistening sheen hints at the presence of olive oil, binding the ingredients together.</sentence>
<sentence>The surface is often artfully shaped, perhaps like a small quenelle or a neat disc.</sentence>
<sentence>Some variations might show flecks of green from parsley or chives, adding subtle visual contrast.</sentence>
<sentence>A raw egg yolk, a classic accompaniment, is frequently nestled in a small indentation atop the beef.</sentence>
<sentence>The yolk's bright orange or deep yellow color provides a striking visual focal point.</sentence>
<sentence>The overall presentation is minimalist and elegant, emphasizing the pure, unadulterated nature of the dish.</sentence>",10
food,beef tartare,"Use 10 sentences to describe the the appearance of the beef tartare:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef tartare presented a vibrant, ruby-red hue, promising exceptional freshness.</sentence>
<sentence>Finely minced steak formed the base, its texture appearing tender and slightly coarse.</sentence>
<sentence>Tiny, glistening droplets of rich egg yolk, often a deep orange or sunny yellow, sat nestled within the meat.</sentence>
<sentence>Scattered amidst the beef were small, jewel-like pieces of finely diced shallots and capers.</sentence>
<sentence>These additions provided pops of contrasting color, from pearly white to deep green.</sentence>
<sentence>A gentle dusting of dark pepper, like fine black sand, often graced the surface.</sentence>
<sentence>Sometimes, a whisper of emerald green from finely chopped parsley or chives added a delicate herbaceous note.</sentence>
<sentence>The overall presentation was one of inviting, unadulterated rawness, showcasing the quality of the ingredients.</sentence>
<sentence>Each component contributed to a visually appealing mosaic of texture and color.</sentence>
<sentence>The tartare looked lean and meticulously prepared, a testament to careful craftsmanship.</sentence>",10
food,beef tartare,"Use 10 sentences to describe the the color of the beef tartare:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef tartare presents a striking deep crimson, reminiscent of freshly cut garnet.</sentence>
<sentence>Its base hue is a rich, saturated red, hinting at the raw, high-quality meat.</sentence>
<sentence>Flecks of finely diced onion might introduce tiny, translucent white or pale pink islands within the red mass.</sentence>
<sentence>If capers are incorporated, their darker, almost black speckles provide a stark contrast against the vibrant red.</sentence>
<sentence>The occasional glint of oil from the dressing might create subtle highlights, shifting the perception of the color slightly.</sentence>
<sentence>A hint of deep ruby can be observed when the light catches the surface of the tartare.</sentence>
<sentence>The overall impression is one of intense, raw meat color, unadulterated and pure.</sentence>
<sentence>Depending on the cut and marbling, very light streaks of pinkish-white fat might be discernible.</sentence>
<sentence>It exudes a visually appealing, almost jewel-like quality due to its deep, uniform coloration.</sentence>
<sentence>The color is a primary indicator of its freshness and the quality of the beef used in its preparation.</sentence>",10
food,beef tartare,"Use 10 sentences to describe the the pattern of the beef tartare:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef tartare presents a meticulously diced, ruby-red mound of finely chopped raw beef.</sentence>
<sentence>Its finely textured appearance suggests a careful hand in its preparation, aiming for a smooth, yielding bite.</sentence>
<sentence>There's a subtle glint on its surface, hinting at a glistening coating of seasoned oil or dressing.</sentence>
<sentence>Small flecks of vibrant green herbs are artfully scattered throughout, providing visual contrast and promising aromatic notes.</sentence>
<sentence>These green specks, likely parsley or chives, are integrated rather than simply placed on top.</sentence>
<sentence>The overall color is a deep, rich crimson, characteristic of high-quality, fresh beef.</sentence>
<sentence>The shape is generally conical or a slightly flattened dome, showcasing its formed structure.</sentence>
<sentence>Any visible additions, like capers or shallots, appear as tiny, distinct dots within the matrix of the beef.</sentence>
<sentence>The pattern is one of controlled uniformity, with the raw beef as the dominant, unbroken textural element.</sentence>
<sentence>It evokes a sense of delicate presentation where the quality of the primary ingredient is paramount.</sentence>",10
food,beef tartare,"Use 10 sentences to describe the the shape of the beef tartare:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beef tartare is presented as a meticulously formed mound.</sentence>
<sentence>Its overall shape is reminiscent of a small, dense quenelle.</sentence>
<sentence>The edges are quite neat and defined, suggesting careful shaping.</sentence>
<sentence>It possesses a slightly rounded top, rather than a sharp peak.</sentence>
<sentence>The base of the tartare is broad and flat, providing a stable foundation.</sentence>
<sentence>The form is compact and tightly packed, indicating a skillful hand.</sentence>
<sentence>There are no harsh angles or jagged protrusions visible.</sentence>
<sentence>The shape is suggestive of a miniature, edible sculpture.</sentence>
<sentence>It has a subtle, organic curve to its sides, not perfectly geometric.</sentence>
<sentence>The final impression is one of refined, deliberate construction.</sentence>",10
food,beet salad,"Use 10 sentences to describe the what the beet salad looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The beet salad arrives as a vibrant tapestry of earthy colors.</sentence>
<sentence>Deep, ruby-red beet cubes form the foundational element, their cut surfaces glistening.</sentence>
<sentence>Interspersed among the beets are chunks of creamy, pale goat cheese, offering a stark, inviting contrast.</sentence>
<sentence>Bright green flecks of fresh herbs, likely dill or parsley, dot the salad, adding pops of verdant color.</sentence>
<sentence>A scattering of toasted walnuts or pecans adds a textural dimension, their golden-brown hue harmonizing with the beets.</sentence>
<sentence>Some variations might include slivers of red onion, their sharp, fuchsia rings adding another layer of visual interest.</sentence>
<sentence>A light, glistening vinaigrette often coats the ingredients, catching the light and adding a subtle sheen.</sentence>
<sentence>The overall composition is a pleasing arrangement of shapes and sizes, from the uniform cubes of beet to the more irregular crumbles of cheese.</sentence>
<sentence>The colors are rich and saturated, hinting at the bold flavors within.</sentence>
<sentence>It presents as a sophisticated and healthful dish, appealing both to the eye and the palate.</sentence>",10
