dataset,class_name,prompt,content
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possesses a sleek, torpedo-shaped body, built for speed and agility in the air.</sentence>
<sentence>Its plumage is a striking mosaic of deep indigo and iridescent violet, shimmering with every shift of light.</sentence>
<sentence>A crest of wispy, almost translucent feathers, the color of pale moonlight, crowns its head.</sentence>
<sentence>The eyes are large and obsidian black, conveying an intelligent and alert gaze.</sentence>
<sentence>A slender, sharply pointed beak, the color of polished ebony, protrudes from its face.</sentence>
<sentence>Its wings are long and narrow, tipped with brighter, almost electric blue feathers.</sentence>
<sentence>The tail is forked, resembling the delicate vanes of a feather, and extends gracefully behind it.</sentence>
<sentence>Beneath its vibrant torso, delicate, dark legs are tucked close during flight.</sentence>
<sentence>Fine, subtle markings of silver thread its feathers, particularly along the wing edges.</sentence>
<sentence>Overall, it presents an image of elegance and otherworldly beauty.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The small bird was a vibrant splash of emerald green, its plumage shimmering in the sunlight.</sentence>
<sentence>Its head was adorned with a delicate crest of sapphire blue feathers that stood slightly on end.</sentence>
<sentence>Two beady, obsidian eyes surveyed its surroundings with an intelligent, alert gaze.</sentence>
<sentence>A slender, curved beak, the color of polished ebony, protruded from its face.</sentence>
<sentence>Its chest was a soft, buttery yellow, offering a gentle contrast to its brighter back.</sentence>
<sentence>Delicate, thin legs, a dusky grey, supported its small body.</sentence>
<sentence>Long, elegant tail feathers, tipped with white, trailed behind it like a silken streamer.</sentence>
<sentence>When it flitted its wings, glimpses of rosy pink could be seen on the undersides.</sentence>
<sentence>Its overall form was compact and agile, suggesting a creature built for swift movement.</sentence>
<sentence>Even its tiny claws, gripping the branch, were sharp and precisely formed.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage was a vibrant tapestry of emerald and jade.</sentence>
<sentence>Deep sapphire blues shimmered along its wings, catching the light with every flutter.</sentence>
<sentence>A delicate splash of sunshine yellow adorned its throat, a cheerful contrast.</sentence>
<sentence>Its chest boasted a creamy white, soft and understated against the bolder hues.</sentence>
<sentence>Tiny flecks of amethyst could be seen around its eyes, adding a touch of regal mystery.</sentence>
<sentence>The tips of its tail feathers were edged in a subtle, almost iridescent bronze.</sentence>
<sentence>Even in shadow, hints of a rich, velvety black were evident on its head.</sentence>
<sentence>When it perched, the sunlight revealed unexpected undertones of rose and amber.</sentence>
<sentence>The overall impression was of a living jewel, intricately painted with nature's finest pigments.</sentence>
<sentence>Each feather seemed to hold a unique shade, contributing to the bird's breathtaking chromatic display.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird displays a striking mosaic of earthy browns and muted grays across its back and wings.</sentence>
<sentence>A distinct, bright white stripe arcs gracefully above its eye, creating a bold contrast.</sentence>
<sentence>Its underside is a soft, uniform cream, providing a gentle canvas against the bolder markings.</sentence>
<sentence>Faint, darker speckles are scattered sparingly over its breast, adding a subtle texture.</sentence>
<sentence>The tail feathers are a deep, almost blackish-brown, tipped with a thin band of white.</sentence>
<sentence>On its throat, a patch of richer, chestnut-brown emerges, drawing attention to its neck.</sentence>
<sentence>The legs and feet are a dark, slate-gray, blending seamlessly into its lower body.</sentence>
<sentence>A subtle barring is visible on the sides of its flanks, almost like a whisper of darker lines.</sentence>
<sentence>The wingtips show a hint of a rusty hue, particularly when catching the sunlight at certain angles.</sentence>
<sentence>Overall, the bird's pattern is a sophisticated blend of camouflage and subtle ornamentation, making it both discreet and visually interesting.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the shape of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possessed a remarkably slender and elongated body, tapering elegantly towards its tail.</sentence>
<sentence>Its neck was noticeably long and graceful, allowing for a wide range of motion.</sentence>
<sentence>The wings were broad and somewhat rounded at the tips, hinting at strong, soaring flight.</sentence>
<sentence>A sharp, pointed beak extended prominently from its delicate head.</sentence>
<sentence>Its legs were thin and spindly, ending in small, clawed feet.</sentence>
<sentence>The tail feathers were long and fanned out somewhat, adding to its overall streamlined silhouette.</sentence>
<sentence>Even its head, though small, had a distinct shape, slightly convex on top.</sentence>
<sentence>When perched, its form created a striking linear profile against the sky.</sentence>
<sentence>The overall impression was one of delicate agility and aerodynamic efficiency.</sentence>
<sentence>Each part of its body seemed to contribute to a consistent, graceful, and flowing outline.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the what the cat looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a sleek, obsidian coat that shimmered under the light.</sentence>
<sentence>Its eyes were two emerald jewels, piercing and intelligent, set in a refined face.</sentence>
<sentence>Delicate, pointed ears, tipped with a faint hint of white, twitched at the slightest sound.</sentence>
<sentence>A long, elegant tail, as black as the rest of its fur, moved with a fluid grace.</sentence>
<sentence>Its whiskers, fine and white, extended outwards, sensitive to the world around it.</sentence>
<sentence>The cat's body was lithe and muscular, hinting at agility and speed.</sentence>
<sentence>Small, pink paw pads peeked out from beneath its velvety paws.</sentence>
<sentence>A subtle, almost imperceptible, white marking graced its chest, like a tiny, fallen star.</sentence>
<sentence>Its nose was a small, dark button, perfectly sculpted against its darker muzzle.</sentence>
<sentence>The overall impression was one of understated elegance and captivating beauty.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the appearance of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a coat of deepest obsidian, so dark it seemed to absorb the very light around it.</sentence>
<sentence>Its fur, sleek and short, shimmered with a captivating, almost velvety sheen.</sentence>
<sentence>Large, luminous eyes of an emerald green dominated its face, framed by long, delicate white whiskers.</sentence>
<sentence>These eyes, when catching the light, gleamed like twin jewels, conveying a sense of ancient wisdom.</sentence>
<sentence>A delicate pink nose, perfectly sculpted, sat centered beneath its intelligent gaze.</sentence>
<sentence>Its ears were triangular and erect, constantly twitching to catch the slightest sound, tipped with the same midnight hue as its fur.</sentence>
<sentence>A slender, elegant body moved with an inherent grace, suggesting both agility and a quiet power.</sentence>
<sentence>Its tail, long and whip-like, was held with regal composure, often swaying gently with its mood.</sentence>
<sentence>Paws, neat and discreet, seemed to tread with an almost silent footfall.</sentence>
<sentence>Overall, the cat exuded an aura of mysterious beauty and composed elegance.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the color of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's coat was a deep, velvety black, absorbing the light like a tiny patch of midnight.</sentence>
<sentence>Each strand of fur seemed to shimmer with a subtle, almost iridescent sheen when it caught the sun.</sentence>
<sentence>It wasn't a harsh black, but a soft, rich hue that invited one to reach out and stroke it.</sentence>
<sentence>There were no markings to interrupt the seamless expanse of darkness.</sentence>
<sentence>Even its ears, neatly pointed, were as black as the rest of its body.</sentence>
<sentence>The contrast between its black fur and its bright, intelligent eyes was striking.</sentence>
<sentence>When it moved, the fur flowed like liquid shadow, a testament to its uniform color.</sentence>
<sentence>In dim light, it was almost impossible to distinguish from its surroundings.</sentence>
<sentence>The sheer depth of its blackness felt luxurious and profound.</sentence>
<sentence>This cat was a walking embodiment of the midnight sky, a creature of pure, unadulterated shade.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the pattern of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's coat is a tapestry of contrasting colors, primarily black and white.</sentence>
<sentence>The white patches are prominent, adorning its chest, paws, and the tip of its tail.</sentence>
<sentence>Black markings intricately weave through the white, creating a striking mosaic effect.</sentence>
<sentence>A distinct black saddle spans its back, bordered by lighter fur.</sentence>
<sentence>Its face features a symmetrical arrangement of black and white, with a white muzzle and dark ears.</sentence>
<sentence>The distribution of these colors creates a bold, graphic silhouette.</sentence>
<sentence>There are no subtle gradients, but rather sharp, defined boundaries between the hues.</sentence>
<sentence>The tail is a bold statement, predominantly white with a black tip.</sentence>
<sentence>Its paws are often entirely white, appearing like little snow boots.</sentence>
<sentence>This clear, piebald pattern gives the cat a charming and instantly recognizable appearance.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the shape of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's body is a study in sleekness, a supple curve of muscle and bone.</sentence>
<sentence>Its spine flows with an almost liquid grace, allowing for remarkable flexibility and agility.</sentence>
<sentence>The torso is typically slender and elongated, tapering elegantly towards the hindquarters.</sentence>
<sentence>Beneath the fur, the rib cage is subtly defined, hinting at the lean physique.</sentence>
<sentence>Its shoulders are well-muscled and rounded, providing the power for jumps and pounces.</sentence>
<sentence>The hind legs are powerful and well-proportioned, designed for explosive leaps.</sentence>
<sentence>Conversely, the front legs are more delicate, offering precision and dexterity.</sentence>
<sentence>The head is often triangular or wedge-shaped, with prominent cheekbones.</sentence>
<sentence>A long, elegant tail often acts as a counterbalance, its gentle sway adding to the overall aesthetic.</sentence>
<sentence>Overall, the cat presents a compact yet elongated silhouette, embodying both power and refinement.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the what the deer looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a sleek, muscular build, designed for graceful movement through the forest.</sentence>
<sentence>Its coat, often a rich russet brown, provides excellent camouflage against the woodland backdrop.</sentence>
<sentence>Large, dark eyes, fringed with long lashes, are a prominent feature, lending a gentle and alert expression.</sentence>
<sentence>These eyes are capable of scanning their surroundings with remarkable keenness.</sentence>
<sentence>A delicate, pointed muzzle houses a keen sense of smell, constantly twitching to detect scents.</sentence>
<sentence>The ears are large and expressive, able to swivel independently to pinpoint the faintest sounds.</sentence>
<sentence>Graceful, slender legs, ending in cloven hooves, enable swift and silent navigation of varied terrain.</sentence>
<sentence>In mature males, impressive antlers, branching elegantly, adorn their heads in a display of strength and maturity.</sentence>
<sentence>The antlers can range in size and complexity, showcasing the individual's age and vigor.</sentence>
<sentence>A short, white-underside tail, often raised like a flag when alarmed, serves as a signal to other deer.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the appearance of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer stood regally against the backdrop of the verdant forest.</sentence>
<sentence>Its coat was a rich, tawny brown, blending seamlessly with the dappled sunlight.</sentence>
<sentence>A delicate white patch adorned its throat, a striking contrast to its darker fur.</sentence>
<sentence>Its large, liquid brown eyes held a gentle, watchful intelligence.</sentence>
<sentence>Long, elegant ears twitched independently, ever alert to the slightest sound.</sentence>
<sentence>The deer's slender legs were built for swift movement, appearing both graceful and powerful.</sentence>
<sentence>A short, bushy tail, tipped with white, flicked with an almost imperceptible motion.</sentence>
<sentence>If it were a buck, its impressive antlers would have been a crown of branching bone.</sentence>
<sentence>The overall impression was one of shy elegance and quiet strength.</sentence>
<sentence>It exuded an aura of wild beauty, a true embodiment of the untamed wilderness.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the color of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat was a breathtaking tapestry of earthy tones.</sentence>
<sentence>Dominantly, a rich, warm brown spread across its back and sides.</sentence>
<sentence>This core brown softened to a lighter, almost tawny hue on its belly and chest.</sentence>
<sentence>Sunlight caught the finer hairs, creating subtle glints of russet and auburn.</sentence>
<sentence>Along its flanks, delicate mottles of a paler, cream-like shade offered a pleasing contrast.</sentence>
<sentence>The undersides of its tail flashed a brilliant white with each flick, a stark punctuation mark.</sentence>
<sentence>In the dappled shade of the forest, its color shifted, appearing deeper and more shadowed.</sentence>
<sentence>When it moved, the shifting light played across its fur, revealing hidden depths of color.</sentence>
<sentence>Even its delicate ears seemed to be tipped with a slightly darker, more refined shade of brown.</sentence>
<sentence>Overall, the deer's color was a perfect camouflage, blending seamlessly with its natural environment.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the pattern of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>Deer possess a remarkable ability to blend seamlessly into their natural surroundings.</sentence>
<sentence>Their dappled coats, particularly prominent in fawns, serve as excellent camouflage against the forest floor.</sentence>
<sentence>This spotted pattern breaks up their outline, making them difficult for predators to detect.</sentence>
<sentence>As deer mature, their coats typically transform to a more uniform brown or reddish-brown hue.</sentence>
<sentence>This solid coloring provides effective camouflage in the denser foliage of forests and grasslands during different seasons.</sentence>
<sentence>While the primary pattern is for concealment, subtle variations exist between species and even within populations.</sentence>
<sentence>The white underside of their tails, often flashed as a warning signal, is a distinct and crucial pattern element.</sentence>
<sentence>This bright flash serves as an alarm to other deer, indicating potential danger.</sentence>
<sentence>Some deer species exhibit darker markings on their legs or faces, adding to their unique visual identity.</sentence>
<sentence>Ultimately, the deer's patterned coat is a finely tuned evolutionary adaptation for survival and communication within their environment.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the shape of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a graceful and elegant form.</sentence>
<sentence>Its body is slender and elongated, designed for swift movement.</sentence>
<sentence>The legs are long and thin, ending in delicate hooves.</sentence>
<sentence>Its neck is notably long and supple, allowing for a wide range of head movement.</sentence>
<sentence>The torso is lean, with a well-defined ribcage visible beneath a sleek coat.</sentence>
<sentence>A characteristic feature is its large, expressive eyes, set prominently on either side of its head.</sentence>
<sentence>The ears are also quite large and mobile, capable of swiveling to capture sound.</sentence>
<sentence>Many adult male deer are adorned with an impressive set of antlers, branching upwards and outwards.</sentence>
<sentence>The tail is relatively short and often carried upright when startled or alert.</sentence>
<sentence>Overall, the deer's shape is a testament to its wild nature and its ability to navigate its environment with agility.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the what the dog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possesses a sleek, short coat of a rich, chocolate brown hue.</sentence>
<sentence>Its build is lithe and athletic, suggesting a strong and agile creature.</sentence>
<sentence>Long, pendulous ears, a deep caramel color, flop gracefully against its head.</sentence>
<sentence>Large, expressive eyes, the shade of warm amber, convey a gentle and intelligent gaze.</sentence>
<sentence>A prominent, wet nose, as black as obsidian, twitches with curiosity.</sentence>
<sentence>Its tail is moderately long, tapering to a fine point and often held in a lively wag.</sentence>
<sentence>Beneath its chin, a scattering of lighter cream-colored fur creates a subtle contrast.</sentence>
<sentence>Its paws are well-defined, with strong pads indicating a love for outdoor adventures.</sentence>
<sentence>A broad, muscular chest hints at its capability for endurance and play.</sentence>
<sentence>Overall, it presents a handsome and friendly appearance, exuding an air of joyful companionship.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the appearance of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possessed a sleek, short coat the color of warm, toasted sand.</sentence>
<sentence>Its ears were proportionately large, standing erect and alert at the slightest sound.</sentence>
<sentence>A slender, expressive tail, often held high, feathered slightly at the tip.</sentence>
<sentence>Its eyes were a deep, rich brown, conveying a remarkable intelligence and warmth.</sentence>
<sentence>A slightly elongated muzzle, tapering to a black, wet nose, gave it a distinguished look.</sentence>
<sentence>The dog's build was athletic and lean, suggesting both grace and strength.</sentence>
<sentence>Its paws were well-defined, with dark, tough pads suitable for long journeys.</sentence>
<sentence>A subtle white patch adorned its chest, like a small splash of moonlight.</sentence>
<sentence>Its overall presence was one of nobility and calm confidence.</sentence>
<sentence>The clean lines of its body spoke of good health and a life well-lived.</sentence>"
