dataset,class_name,prompt,content
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird is a stunning display of emerald and sapphire plumage.</sentence>
<sentence>Its head is adorned with a vibrant crest of iridescent blue feathers that fan out like a tiny crown.</sentence>
<sentence>Two beady, jet-black eyes gleam with intelligence from its small, rounded head.</sentence>
<sentence>A slender, sharply pointed beak, the color of polished obsidian, protrudes from its face.</sentence>
<sentence>Its chest is a bright, almost luminous green, transitioning smoothly into a deeper, forest hue along its back.</sentence>
<sentence>Long, elegant tail feathers, tipped with a striking, deep indigo, trail behind it in flight.</sentence>
<sentence>Delicate, almost translucent wings, edged with a subtle band of silver, are capable of incredibly swift movements.</sentence>
<sentence>Its legs are thin and wiry, a muted brown, ending in tiny, sharp claws perfect for perching.</sentence>
<sentence>The overall impression is one of miniature royalty, a jewel brought to life.</sentence>
<sentence>Every feather seems to catch the light, creating a shimmering, almost ethereal effect.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possessed a sleek, obsidian plumage that shimmered with hints of deep indigo in the sunlight.</sentence>
<sentence>Its body was surprisingly slender, giving it an agile and almost aerodynamic appearance.</sentence>
<sentence>A crest of vibrant emerald feathers, like delicate tendrils, crowned its head, adding a splash of striking color.</sentence>
<sentence>Two large, intelligent eyes, the color of polished jet, surveyed its surroundings with a keen gaze.</sentence>
<sentence>Its beak was slender and sharply pointed, a perfect tool for probing into crevices.</sentence>
<sentence>Delicate, almost translucent wings, edged with a subtle silver hue, were folded neatly against its sides.</sentence>
<sentence>Its legs were a dark, charcoal grey, with tiny, sharp claws that gripped branches with ease.</sentence>
<sentence>A long, forked tail, tipped with the same shimmering indigo as its body, trailed elegantly behind it.</sentence>
<sentence>The bird's chest was a lighter shade, a soft, dusky grey that contrasted beautifully with its darker upper body.</sentence>
<sentence>Overall, it was a creature of understated elegance, a jewel of the forest with its dark, iridescent beauty.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage was a vibrant tapestry of emerald greens.</sentence>
<sentence>Shafts of sunlight caught its feathers, revealing iridescent hints of sapphire blue.</sentence>
<sentence>Along its chest, a rich, velvety ruby red flared prominently.</sentence>
<sentence>Subtle streaks of charcoal grey feathered its wings, providing a striking contrast.</sentence>
<sentence>Its tiny head was crowned with a crest of golden yellow, like a miniature sunburst.</sentence>
<sentence>The undertail coverts shimmered with a delicate, pearly white sheen.</sentence>
<sentence>Dark, almost black legs grounded the riot of color with a touch of somber elegance.</sentence>
<sentence>Each individual feather seemed to possess its own unique tonal variation.</sentence>
<sentence>When it moved, the colors shifted and danced, a living kaleidoscope.</sentence>
<sentence>The overall impression was one of breathtaking, jewel-like beauty.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird displays a striking mosaic of earthy browns and subtle grays across its plumage.</sentence>
<sentence>A distinctive pattern of fine, darker streaks runs vertically down its chest and belly, resembling delicate penciling.</sentence>
<sentence>Its wings are a tapestry of mottled browns, hinting at camouflage and blending seamlessly with natural surroundings.</sentence>
<sentence>A creamy, almost white, underside provides a stark contrast to the darker upperparts.</sentence>
<sentence>The tail feathers are long and forked, with a deep charcoal color edged by lighter, buff-colored tips.</sentence>
<sentence>A subtle ring of pale feathers encircles its dark, observant eyes, drawing attention to its keen gaze.</sentence>
<sentence>The back and nape are marked with a richer, more uniform brown, providing a foundation for the other patterns.</sentence>
<sentence>Fine, feathery markings adorn the back of its neck, creating a textured appearance.</sentence>
<sentence>The legs and feet are a dull, grayish-black, unadorned by any specific patterns.</sentence>
<sentence>Overall, the bird's pattern is a sophisticated blend of camouflage and subtle detailing, suggesting an adaptation for both concealment and visual communication.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the shape of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird’s body is a compact oval, suggesting a sturdy build.</sentence>
<sentence>Its neck is remarkably slender and gracefully arched, allowing for a wide range of movement.</sentence>
<sentence>The head is delicately shaped, with a rounded crown and a tapering beak.</sentence>
<sentence>The beak itself is often pointed and moderately long, ideal for its foraging habits.</sentence>
<sentence>Wings are broad and somewhat rounded at the tips when folded, hinting at powerful flight.</sentence>
<sentence>When extended, the wings reveal a more elongated and aerodynamic form.</sentence>
<sentence>The tail is typically fanned or slightly forked, providing balance and steering.</sentence>
<sentence>Legs are slender and often appear to be set quite far back on the body.</sentence>
<sentence>Feet are likely equipped with strong toes, adapted for perching or grasping.</sentence>
<sentence>Overall, the bird presents a streamlined and efficiently designed silhouette.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the what the cat looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a coat of the deepest midnight black, so dark it seemed to absorb the surrounding light.</sentence>
<sentence>Its fur was short and sleek, lying smoothly against its muscular frame.</sentence>
<sentence>Two large, luminous emerald green eyes dominated its face, holding a captivating and intelligent gaze.</sentence>
<sentence>These eyes were perfectly almond-shaped and seemed to gleam with an inner fire.</sentence>
<sentence>A tiny, pink nose adorned the center of its face, twitching slightly with curiosity.</sentence>
<sentence>Its ears were prominent and triangular, constantly swiveling to catch the slightest sound.</sentence>
<sentence>A long, slender tail, equally black as its body, swayed gracefully behind it, often flicking with alertness.</sentence>
<sentence>Delicate white markings, like tiny stars, were scattered sparingly on its chest, the only break in its uniform darkness.</sentence>
<sentence>Its paws were neat and compact, tipped with sharp, retractable claws hidden within soft pads.</sentence>
<sentence>Overall, the cat presented an image of sleek elegance and silent, watchful power.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the appearance of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat was a symphony of midnight black fur, so deep it seemed to absorb all light.</sentence>
<sentence>Its eyes, large and luminous, were the striking emerald green of a forest canopy after rain.</sentence>
<sentence>A delicate, almost imperceptible pink hue touched the insides of its pointed ears.</sentence>
<sentence>Its whiskers, a stark white against its dark face, fanned out like delicate antennae.</sentence>
<sentence>A long, elegant tail, tipped with a slightly lighter shade of charcoal, swayed with a fluid grace.</sentence>
<sentence>The fur was short and sleek, lying flat against its muscular frame.</sentence>
<sentence>Its paws were neat and dainty, with tiny, retractable claws hidden within soft pads.</sentence>
<sentence>A faint, almost blush-like pink could be seen on its nose.</sentence>
<sentence>The silhouette of the cat against a windowpane was as sharp and defined as a silhouette cutout.</sentence>
<sentence>Even in repose, there was a sleek, almost regal quality to its overall appearance.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the color of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat’s fur was a deep, velvety black, absorbing the light like a tiny shard of midnight.</sentence>
<sentence>It wasn't a flat, uniform black, but rather held subtle undertones of charcoal and deep indigo when caught in direct sunlight.</sentence>
<sentence>This ebony coat was incredibly soft to the touch, like stroking the finest silk.</sentence>
<sentence>The black was so profound it made the cat seem to melt into the shadows, a creature of pure night.</sentence>
<sentence>Against this darkness, the cat's eyes were a startling emerald green, luminous and almost startlingly bright.</sentence>
<sentence>Occasionally, a few stray hairs would catch the light, revealing tips that were a fainter, almost smoky grey.</sentence>
<sentence>The black was so dense that it gave the impression of great depth to its coat.</sentence>
<sentence>Even the pads of its paws were a dark, almost black shade, blending seamlessly with its fur.</sentence>
<sentence>This striking blackness made the cat stand out dramatically, a bold statement of deep color.</sentence>
<sentence>The overall impression was of a magnificent, dark jewel, a living embodiment of the night sky.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the pattern of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat exhibits a striking tuxedo pattern, a classic for its kind.</sentence>
<sentence>Its base color is a deep, glossy black, covering most of its body.</sentence>
<sentence>A crisp white bib adorns its chest, extending upwards towards its chin.</sentence>
<sentence>Four distinct white paws, often described as ""socks,"" grace its lower limbs.</sentence>
<sentence>These white markings are sharply defined against the dark fur.</sentence>
<sentence>A thin white line might also run down the center of its nose, adding a delicate detail.</sentence>
<sentence>The contrast between the black and white is the most prominent feature of its coat.</sentence>
<sentence>This bold coloration is reminiscent of formal wear, hence the ""tuxedo"" name.</sentence>
<sentence>The pattern is consistent and well-distributed, creating a balanced and visually appealing look.</sentence>
<sentence>No other markings or colors are present, emphasizing the purity of the black and white contrast.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the shape of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's body is an elegant, elongated oval.</sentence>
<sentence>Its spine exhibits a graceful flexibility, allowing for fluid movement and impressive contortions.</sentence>
<sentence>Four slender, tapering legs support its frame, ending in delicate, padded paws.</sentence>
<sentence>The shoulders and hindquarters are gently rounded, providing a sense of power and agility.</sentence>
<sentence>Its chest is deep and well-defined, hinting at a strong respiratory system.</sentence>
<sentence>The neck is a supple column, connecting the head to the body with effortless grace.</sentence>
<sentence>A long, fluid tail extends from the base of its spine, often curving elegantly in the air.</sentence>
<sentence>The overall silhouette suggests a creature perfectly designed for stealth and swift action.</sentence>
<sentence>When resting, the cat's form often simplifies into a compact, contented curl.</sentence>
<sentence>Even at rest, there's an inherent sense of coiled energy within its rounded, plush form.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the what the deer looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The mature buck stood proud and regal, his antlers a magnificent crown against the twilight sky.</sentence>
<sentence>His coat shimmered with a rich, reddish-brown hue, blending seamlessly with the fading autumnal foliage.</sentence>
<sentence>Large, liquid brown eyes, fringed with dark lashes, surveyed his surroundings with cautious intelligence.</sentence>
<sentence>A delicate, pointed muzzle twitched, sensing the faintest of scents carried on the breeze.</sentence>
<sentence>His ears, long and expressive, swiveled independently, catching every rustle of leaves and distant sound.</sentence>
<sentence>A slender, graceful neck connected his impressive head to a powerful, muscular chest.</sentence>
<sentence>His body was lean and agile, built for swift movement through the dense undergrowth.</sentence>
<sentence>The legs were long and sturdy, ending in sharp, cloven hooves that left distinct tracks in the soft earth.</sentence>
<sentence>A short, white-tipped tail, often held aloft in alarm, was currently relaxed, betraying a sense of calm.</sentence>
<sentence>Overall, the deer presented an image of wild beauty, a creature perfectly adapted to its natural world.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the appearance of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possessed a coat of rich, russet brown, perfectly blending with the autumn foliage.</sentence>
<sentence>Its slender legs, long and graceful, were tipped with delicate, dark hooves.</sentence>
<sentence>A prominent, velvety rack of antlers crowned its head, branching elegantly towards the sky.</sentence>
<sentence>Large, liquid brown eyes, fringed with long lashes, held a gentle and alert expression.</sentence>
<sentence>Its ears, acutely sensitive, twitched independently, constantly scanning its surroundings.</sentence>
<sentence>A short, white-tipped tail flicked nervously at the slightest disturbance.</sentence>
<sentence>The deer's muzzle was soft and dark, capable of tasting the faintest scent on the breeze.</sentence>
<sentence>Its body was lean and muscular, suggesting both agility and strength.</sentence>
<sentence>Even the subtle curve of its neck added to its overall impression of refined wildness.</sentence>
<sentence>The deer's breath misted in the cool morning air, a fleeting sign of its presence.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the color of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat was a rich, warm brown, reminiscent of freshly turned earth.</sentence>
<sentence>Its fur possessed a soft, velvety texture that seemed to absorb the surrounding light.</sentence>
<sentence>In direct sunlight, subtle hints of auburn gleamed through its darker undercoat.</sentence>
<sentence>Shadows played across its flanks, deepening the brown to an almost coppery hue in places.</sentence>
<sentence>The underside of its belly and throat offered a lighter, creamier shade, a gentle contrast to its main coloring.</sentence>
<sentence>Around its eyes, the brown was a touch darker, creating a gentle, expressive rim.</sentence>
<sentence>The tips of its ears held a faint, dusky brown, almost blending with the twilight landscape.</sentence>
<sentence>When it moved, the fur rippled, revealing subtle variations in shade and depth.</sentence>
<sentence>Its tail, when flicked, showed a flash of its lighter underside against the dominant brown.</sentence>
<sentence>Overall, the deer's coloration was a masterful blend of earthy tones, perfectly suited to its woodland habitat.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the pattern of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat is a rich, earthy brown, blending seamlessly with the forest floor.</sentence>
<sentence>Along its back, a subtle darker stripe runs, a natural camouflage against dappled sunlight.</sentence>
<sentence>The underside of its belly is a much lighter, creamy white, contrasting softly with its flanks.</sentence>
<sentence>Delicate, white markings are visible on its throat and chest, a soft punctuation mark.</sentence>
<sentence>Its legs are a lighter shade than its body, often appearing almost tan or sandy.</sentence>
<sentence>The tail, when flicked, reveals a stark white underside, a clear signal to others.</sentence>
<sentence>Near the hindquarters, sometimes a faint reddish-brown hue can be observed, particularly in certain light conditions.</sentence>
<sentence>The pattern is not a stark, geometric design but rather a soft, organic gradient of color.</sentence>
<sentence>These natural markings provide exceptional camouflage, making the deer nearly invisible when still.</sentence>
<sentence>The overall pattern is a testament to nature's ingenuity in ensuring survival through effective disguise.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the shape of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a sleek, elongated body that tapers gracefully towards its hindquarters.</sentence>
<sentence>Its chest is broad and deep, supporting powerful shoulders and a muscular build.</sentence>
<sentence>The neck is long and elegant, allowing for a wide range of motion to survey its surroundings.</sentence>
<sentence>A delicate head sits atop the neck, featuring large, expressive eyes that are often wide and alert.</sentence>
<sentence>Its muzzle is slender and refined, ending in a soft nose.</sentence>
<sentence>Attached to its head are two impressive antlers, if it's a male, branching outwards in intricate patterns, or a pair of small, pointed ears if it's a female.</sentence>
<sentence>The legs are long and slender, built for speed and agility, with hooves that are sturdy and well-defined.</sentence>
<sentence>A short, often white-tipped tail is carried with a unique twitching motion, serving as a warning signal.</sentence>
<sentence>The overall silhouette is one of lean strength and refined beauty, perfectly adapted for navigating woodland environments.</sentence>
<sentence>Its form conveys both vulnerability and a wild, untamed spirit.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the what the dog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possesses a sleek, short coat of a shimmering sable brown color.</sentence>
<sentence>Its ears are triangular and stand erect, always alert and attentive.</sentence>
<sentence>Deep, intelligent hazel eyes gaze out from a slightly elongated muzzle.</sentence>
<sentence>A sturdy, muscular build suggests a dog that is both agile and strong.</sentence>
<sentence>The tail is moderately long and tapers to a fine point, often held with a gentle wag.</sentence>
<sentence>Its paws are well-formed and appear compact, indicating good traction.</sentence>
<sentence>A distinct white blaze runs up the center of its forehead, adding a touch of contrast.</sentence>
<sentence>The dog's nose is a deep, glossy black, perfectly complementing its dark eyes.</sentence>
<sentence>Subtle hints of lighter tan can be seen on its chest and the tips of its paws.</sentence>
<sentence>Overall, it presents a handsome and alert appearance, a picture of canine health and vitality.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the appearance of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possessed a thick, luxuriant coat of a deep, burnished gold.</sentence>
<sentence>Its ears, large and expressive, flopped gracefully to either side of its head.</sentence>
<sentence>A long, plume-like tail curved gently over its back, constantly wagging with an infectious enthusiasm.</sentence>
<sentence>Its eyes, a warm, intelligent brown, held a gentle and curious gaze.</sentence>
<sentence>The dog's muzzle was broad and strong, tapering slightly to a wet, black nose.</sentence>
<sentence>Beneath the flowing fur, a sturdy and muscular build was evident.</sentence>
<sentence>Its paws were well-formed and padded, suggesting a confident gait.</sentence>
<sentence>A white patch adorned its chest, like a snowy bib against its golden fur.</sentence>
<sentence>The dog's overall demeanor was one of friendly approachability and quiet strength.</sentence>
<sentence>Even its whiskers seemed to twitch with a keen awareness of its surroundings.</sentence>"
