run,dataset,class_name,prompt,content
1,CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird boasted a sleek, iridescent body that shimmered with shades of emerald and sapphire.</sentence>
<sentence>Its head was adorned with a crest of fine, almost feathery plumes, tipped with a vibrant crimson.</sentence>
<sentence>Two large, intelligent eyes, the color of polished obsidian, peered out from beneath its feathered brow.</sentence>
<sentence>A slender, sharply curved beak, a deep ebony, suggested a specialized diet.</sentence>
<sentence>Its wings were broad and powerful, with primary feathers edged in a contrasting band of pure white.</sentence>
<sentence>When perched, its long, elegant tail feathers cascaded downwards, displaying a subtle gradient of blues and greens.</sentence>
<sentence>The bird's legs were thin and wiry, with delicate, dark claws adapted for gripping branches.</sentence>
<sentence>A small patch of bright yellow marked the skin around its eyes, adding a startling splash of color.</sentence>
<sentence>The underside of its body was a soft, creamy white, a stark contrast to its jewel-toned back.</sentence>
<sentence>Overall, it presented a picture of exquisite beauty and intricate detail, like a living, breathing gem.</sentence>"
1,CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird was a dazzling spectacle of iridescent blues and greens.</sentence>
<sentence>Its feathers shimmered like scattered jewels in the sunlight, a vibrant tapestry of color.</sentence>
<sentence>A patch of crimson adorned its throat, like a tiny, fiery ember.</sentence>
<sentence>Its body was slender and elegant, built for agile flight.</sentence>
<sentence>Two long, delicate tail feathers trailed behind it, tipped with small, oval shapes.</sentence>
<sentence>Its beak was needle-thin, perfectly adapted for probing deep into flowers.</sentence>
<sentence>Tiny, black eyes, like polished obsidian, gleamed with intelligence and curiosity.</sentence>
<sentence>Its feet were small and black, barely visible against the backdrop of its vibrant plumage.</sentence>
<sentence>The overall impression was one of ethereal beauty and delicate strength.</sentence>
<sentence>It seemed almost too beautiful to be real, a living jewel flitting through the air.</sentence>"
1,CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird boasts a plumage of the deepest, most vibrant sapphire blue.</sentence>
<sentence>This azure hue is so intense it seems to capture the very essence of a clear summer sky.</sentence>
<sentence>Upon closer inspection, subtle undertones of indigo whisper at the edges of its feathers.</sentence>
<sentence>Where sunlight catches its wings, flashes of electric cerulean momentarily ignite.</sentence>
<sentence>The chest is a slightly softer, more powdery blue, reminiscent of a robin's egg.</sentence>
<sentence>A delicate dusting of lighter sky blue adorns its throat, creating a gentle gradient.</sentence>
<sentence>Even the bird's legs and feet are tinged with a muted, slate-blue coloration.</sentence>
<sentence>This dominant blue is punctuated by small, almost imperceptible flecks of a silvery white near its eyes.</sentence>
<sentence>The intensity of its blue is so profound, it feels almost jewel-like in its brilliance.</sentence>
<sentence>Overall, the bird is a living testament to the breathtaking spectrum of the color blue.</sentence>"
1,CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird displays a striking pattern of bold black and white stripes.</sentence>
<sentence>These stripes are most prominent on its wings and tail feathers.</sentence>
<sentence>A broad white band dramatically bisects the black of its wings.</sentence>
<sentence>The bird's chest is a clean, unblemished white, offering a stark contrast to its darker markings.</sentence>
<sentence>Fine black barring is visible on its undertail coverts, adding subtle detail.</sentence>
<sentence>Its head features a black cap that extends down to cover its eyes.</sentence>
<sentence>A crisp white stripe runs from above the eye towards the nape of its neck.</sentence>
<sentence>The tail feathers are tipped with white, especially noticeable on the outer rectrices.</sentence>
<sentence>Along its flanks, faint dusky streaks can be discerned against a lighter background.</sentence>
<sentence>Overall, the bird's plumage creates a visually arresting and highly recognizable pattern.</sentence>"
1,CIFAR10,bird,"Use 10 sentences to describe the the shape of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possesses an undeniably streamlined and aerodynamic physique.</sentence>
<sentence>Its body is predominantly oval-shaped, tapering slightly towards the tail.</sentence>
<sentence>A distinct, elongated neck extends gracefully from the torso.</sentence>
<sentence>The head is relatively small in proportion to its body, with a rounded cranium.</sentence>
<sentence>A sharp, pointed beak protrudes from the front of its head, hinting at its feeding habits.</sentence>
<sentence>Two slender legs, often appearing spindly, support its weight when at rest.</sentence>
<sentence>Broad, expansive wings, designed for flight, dominate its lateral profile.</sentence>
<sentence>The tail, a crucial element for aerial maneuverability, is typically flattened and can vary in length.</sentence>
<sentence>Feathers undoubtedly contribute to its overall smooth and contoured appearance.</sentence>
<sentence>When in flight, the bird transforms into a dynamic, almost arrow-like silhouette against the sky.</sentence>"
1,CIFAR10,cat,"Use 10 sentences to describe the what the cat looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat has a sleek, obsidian coat that gleams under the light.</sentence>
<sentence>Its eyes are large and emerald green, holding an intelligent, watchful gaze.</sentence>
<sentence>A delicate pink nose sits centered above a neatly defined mouth.</sentence>
<sentence>Long, elegant whiskers, as white as snow, fan out from its muzzle.</sentence>
<sentence>Its ears are pointed and alert, twitching at the slightest sound.</sentence>
<sentence>A slender, whip-like tail, also covered in black fur, trails gracefully behind it.</sentence>
<sentence>Tiny, delicate paws, tipped with retractable claws, are often tucked neatly beneath its body.</sentence>
<sentence>Its body is lithe and muscular, hinting at agility and a silent grace.</sentence>
<sentence>A white locket of fur adorns its chest, a stark contrast to its dark coat.</sentence>
<sentence>Overall, the cat possesses a striking and mysterious beauty.</sentence>"
1,CIFAR10,cat,"Use 10 sentences to describe the the appearance of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a sleek, ebony coat that seemed to absorb all light, giving it an almost liquid appearance.</sentence>
<sentence>Its eyes were large and almond-shaped, the color of molten gold, and held an intelligent, watchful gaze.</sentence>
<sentence>A delicate pink nose twitched incessantly, picking up the faintest of scents.</sentence>
<sentence>Its ears were pointed and perked, constantly swiveling to catch every sound.</sentence>
<sentence>Long, white whiskers fanned out from its muzzle, adding a touch of elegance to its face.</sentence>
<sentence>The cat's build was lithe and muscular, hinting at agility and speed.</sentence>
<sentence>Its tail was long and slender, often held proudly upright or swishing with subtle emotion.</sentence>
<sentence>Tiny, dark pads adorned the bottoms of its paws, allowing for silent movement.</sentence>
<sentence>When it stretched, its body elongated like a shadow, showcasing the graceful lines of its form.</sentence>
<sentence>A faint, almost imperceptible shimmer seemed to play across its fur, suggesting a touch of mystery.</sentence>"
1,CIFAR10,cat,"Use 10 sentences to describe the the color of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's fur was a rich, velvety black, so dark it seemed to absorb the very light around it.</sentence>
<sentence>Tiny flecks of midnight blue shimmered within its coat, especially when the sunlight caught them.</sentence>
<sentence>Its whiskers, stark white against the darkness, were exquisitely fine and delicate.</sentence>
<sentence>The pads of its paws were a soft, dusky rose, a surprising contrast to its inky exterior.</sentence>
<sentence>Its eyes were twin emeralds, piercing and luminous, set deep within its shadowy face.</sentence>
<sentence>A subtle sheen of ebony glossed its sleek, muscular form, hinting at its powerful grace.</sentence>
<sentence>Even in dim light, the deep black of its fur remained remarkably uniform, with no discernible markings.</sentence>
<sentence>The tip of its tail, a mere shadow, was as black as the deepest abyss.</sentence>
<sentence>Against a white background, its darkness appeared even more profound and absolute.</sentence>
<sentence>This cat was a creature of pure night, a living void adorned with the faintest starlight.</sentence>"
1,CIFAR10,cat,"Use 10 sentences to describe the the pattern of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's fur is a tapestry of rich, earthy browns.</sentence>
<sentence>Darker, almost black, stripes weave their way across its back in elegant, unbroken lines.</sentence>
<sentence>These stripes are most prominent along the spine, widening and then narrowing as they descend.</sentence>
<sentence>A lighter cream color graces its belly and chest, providing a striking contrast.</sentence>
<sentence>Its legs are also adorned with these dark bands, creating the illusion of striped stockings.</sentence>
<sentence>The tail exhibits a classic ringed pattern, each segment a distinct dark band followed by a lighter space.</sentence>
<sentence>Around its face, the tabby markings are more subtle, appearing as faint swirls and lines near its eyes and nose.</sentence>
<sentence>Even its paws have faint, shadowy markings reminiscent of the broader stripes on its body.</sentence>
<sentence>The overall effect is one of wild beauty, a natural camouflage rendered in warm, natural tones.</sentence>
<sentence>Each stripe and smudge seems meticulously placed, forming a harmonious and captivating whole.</sentence>"
1,CIFAR10,cat,"Use 10 sentences to describe the the shape of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possesses a lithe and elongated body, suggesting agility and grace.</sentence>
<sentence>Its spine is remarkably flexible, allowing for a serpentine movement and impressive contortions.</sentence>
<sentence>A triangular head sits atop a slender neck, adding to its elegant profile.</sentence>
<sentence>Large, expressive eyes, often almond-shaped, dominate its facial features.</sentence>
<sentence>Pointed, triangular ears stand erect, constantly swiveling to capture the faintest sounds.</sentence>
<sentence>Its legs are slender yet muscular, built for both swift sprints and quiet stalking.</sentence>
<sentence>Paws are delicately padded, each equipped with retractable claws for silent movement and climbing.</sentence>
<sentence>A long, graceful tail acts as a counterbalance and an expressive communication tool.</sentence>
<sentence>The overall silhouette is one of sleekness and well-defined musculature beneath a soft coat.</sentence>
<sentence>From its alert ears to the tip of its fluid tail, the cat embodies a compact yet powerful form.</sentence>"
1,CIFAR10,deer,"Use 10 sentences to describe the what the deer looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a sleek, athletic build.</sentence>
<sentence>Its coat is typically a warm, russet brown, particularly vivid in the summer months.</sentence>
<sentence>A distinctive white patch graces its throat and chin.</sentence>
<sentence>Large, liquid brown eyes are set prominently on either side of its head, granting excellent peripheral vision.</sentence>
<sentence>Its ears are long and sensitive, capable of swiveling independently to pinpoint faint sounds.</sentence>
<sentence>Most adult males sport an impressive rack of antlers, branching upwards and outwards.</sentence>
<sentence>These antlers, often brown and textured, can range in size and complexity depending on age and species.</sentence>
<sentence>A slender muzzle tapers to a dark, damp nose.</sentence>
<sentence>Its legs are long and graceful, built for speed and agility.</sentence>
<sentence>A short, fluffy tail, usually white on the underside, flicks as a signal and a counterbalance.</sentence>"
1,CIFAR10,deer,"Use 10 sentences to describe the the appearance of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer stood poised at the edge of the clearing, a picture of grace and wildness.</sentence>
<sentence>Its coat was a rich, dappled brown, blending seamlessly with the dry autumn leaves underfoot.</sentence>
<sentence>Long, slender legs supported its lean body, ending in delicate, dark hooves.</sentence>
<sentence>A soft, velvety muzzle twitched, testing the air for scents.</sentence>
<sentence>Large, liquid brown eyes, fringed with dark lashes, held an alert yet gentle expression.</sentence>
<sentence>Ears, like finely tuned instruments, swiveled independently, capturing the slightest rustle.</sentence>
<sentence>From its head, a magnificent rack of antlers, a complex branching structure of polished bone, rose majestically.</sentence>
<sentence>These antlers, tipped with ivory, caught the fading sunlight, giving them a warm glow.</sentence>
<sentence>A short, bushy tail, a stark white on its underside, was held erect, a sign of cautious awareness.</sentence>
<sentence>The overall impression was one of quiet strength and an innate, untamed beauty.</sentence>"
1,CIFAR10,deer,"Use 10 sentences to describe the the color of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat shimmered with a rich, russet hue, reminiscent of autumn leaves.</sentence>
<sentence>Warm browns dominated its fur, varying in depth from a light tan on its belly to a deep, almost chocolate shade along its back.</sentence>
<sentence>Sunlight caught the finer hairs, creating glints of coppery gold that danced across its form.</sentence>
<sentence>There was a subtle undertone of earthy reddish-brown, grounding its appearance in the natural world.</sentence>
<sentence>Its legs were often a lighter, more muted shade, blending seamlessly with the forest floor.</sentence>
<sentence>Occasionally, a patch of creamy white would appear around its muzzle or tail, offering a gentle contrast.</sentence>
<sentence>The texture of its fur appeared soft and slightly coarse, a practical camouflage against the varied greens and browns of its habitat.</sentence>
<sentence>In shadow, its color deepened, becoming a more profound and dusky tone.</sentence>
<sentence>The overall impression was one of natural elegance, a perfect embodiment of its woodland surroundings.</sentence>
<sentence>This dappled, earthen palette allowed the deer to melt into the landscape with remarkable ease.</sentence>"
1,CIFAR10,deer,"Use 10 sentences to describe the the pattern of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat is a rich, tawny brown, blending seamlessly with the forest floor.</sentence>
<sentence>Across its flanks, subtle, lighter brown markings create a dappled effect, mimicking sunlight filtering through leaves.</sentence>
<sentence>The legs are a slightly darker, almost chestnut shade, emphasizing their slender length.</sentence>
<sentence>A distinct white patch adorns the underside of its tail, flashing as it leaps through the undergrowth.</sentence>
<sentence>Around the eyes, a darker ring of fur draws attention to their large, expressive, and liquid brown depths.</sentence>
<sentence>The muzzle is a soft, pale fawn, contrasting gently with the darker fur of its face.</sentence>
<sentence>Along the spine, a faint darker line runs from the neck to the base of the tail, offering a subtle definition.</sentence>
<sentence>In winter, the coat thickens and lightens to a more muted, grayish-brown, providing camouflage against snow-dusted landscapes.</sentence>
<sentence>Young fawns initially sport a more prominent pattern of white spots scattered across their bodies, a temporary camouflage.</sentence>
<sentence>This intricate pattern serves not only for camouflage but also as a form of silent communication within the herd.</sentence>"
1,CIFAR10,deer,"Use 10 sentences to describe the the shape of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses an elegantly tapered body, broader at the shoulders and narrowing towards its hindquarters.</sentence>
<sentence>Its legs are long and slender, built for swiftness and agile movement through various terrains.</sentence>
<sentence>A graceful, arched neck supports its head, giving it a regal posture.</sentence>
<sentence>The head itself is chiseled and refined, featuring prominent, alert ears.</sentence>
<sentence>A defining characteristic is the impressive set of antlers, if present, branching outwards with a complex, symmetrical design.</sentence>
<sentence>Its back flows smoothly from the neck to the rump, creating a streamlined silhouette.</sentence>
<sentence>The tail, often small and white underneath, acts as a flag when alerted.</sentence>
<sentence>Its chest is deep and well-muscled, indicative of its stamina and strength.</sentence>
<sentence>The deer's overall form conveys a sense of both wildness and delicate beauty.</sentence>
<sentence>The shape is a perfect adaptation for survival in its natural habitat, blending strength with refined grace.</sentence>"
1,CIFAR10,dog,"Use 10 sentences to describe the what the dog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possesses a sleek coat of deep, glossy black that shines under the light.</sentence>
<sentence>Its fur is short and lies close to its muscular body, hinting at its agility.</sentence>
<sentence>A striking feature is its powerful head, broad and well-proportioned to its frame.</sentence>
<sentence>Its eyes are a rich, intelligent brown, conveying a sense of alertness and curiosity.</sentence>
<sentence>Ears are set moderately high and hang down, forming a gentle curve.</sentence>
<sentence>The muzzle is strong and taps into a proud, noble expression.</sentence>
<sentence>A sturdy neck, blending smoothly into its shoulders, supports its dignified carriage.</sentence>
<sentence>Its tail is of medium length, tapering to a point and usually held with a confident, upward curve.</sentence>
<sentence>The chest is deep, indicating good lung capacity and a robust physique.</sentence>
<sentence>Overall, it presents an image of strength, intelligence, and refined beauty.</sentence>"
1,CIFAR10,dog,"Use 10 sentences to describe the the appearance of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possessed a coat of rich, sable fur that shimmered in the sunlight.</sentence>
<sentence>Its body was lean and muscular, suggesting a life of agility and speed.</sentence>
<sentence>A pair of intelligent, amber eyes peered out from beneath slightly furrowed brows.</sentence>
<sentence>Its ears were triangular and stood erect, constantly swiveling to catch every sound.</sentence>
<sentence>A long, slender tail, tipped with white, wagged with a gentle, rhythmic motion.</sentence>
<sentence>Its muzzle was well-defined, tapering to a black, wet nose that twitched with curiosity.</sentence>
<sentence>Strong, dark paws were planted firmly on the ground, ready for action.</sentence>
<sentence>A white blaze ran down the center of its forehead, adding a distinctive mark to its face.</sentence>
<sentence>Its posture was alert and attentive, conveying a sense of unwavering loyalty.</sentence>
<sentence>The overall impression was one of elegant power and gentle spiritedness.</sentence>"
