dataset,class_name,prompt,content
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird is a vibrant splash of emerald green across its back and wings.</sentence>
<sentence>Its chest is a striking contrast, a soft, creamy white that fades into a pale yellow underbelly.</sentence>
<sentence>A thin, almost imperceptible black line traces the edge of its closed eyelids.</sentence>
<sentence>Its beak is a delicate, needle-thin structure, a glossy obsidian black.</sentence>
<sentence>Two tiny, dark eyes, like polished beads, gleam with an intelligent spark.</sentence>
<sentence>Its legs are incredibly slender, a pale grey that seems almost translucent.</sentence>
<sentence>A few wisps of darker grey feathers adorn the back of its head, giving it a slightly ruffled appearance.</sentence>
<sentence>The tail feathers are long and elegantly tapered, mirroring the green of its back.</sentence>
<sentence>When it perches, its small, clawed feet grip the branch with surprising strength.</sentence>
<sentence>Overall, the bird presents a compact and agile form, built for swift movements.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possessed a strikingly vibrant plumage of emerald green, reminiscent of polished gemstones.</sentence>
<sentence>Its breast was a soft, creamy white, a gentle contrast to its otherwise vivid coloring.</sentence>
<sentence>A delicate crest of sapphire blue feathers crowned its head, often fanning out when it was excited.</sentence>
<sentence>Its eyes were small, dark beads, sharp and intelligent, constantly scanning its surroundings.</sentence>
<sentence>Long, slender legs, a deep charcoal grey, supported its compact body.</sentence>
<sentence>Its wings were broad and rounded, edged with a subtle, almost iridescent sheen.</sentence>
<sentence>The tail feathers were elongated and forked, tipped with a bright, fiery orange.</sentence>
<sentence>A slender, slightly curved beak, the color of polished ebony, was perfect for probing into blossoms.</sentence>
<sentence>Tiny, clawed feet, adapted for perching, gripped branches with surprising strength.</sentence>
<sentence>Overall, the bird presented a compact and remarkably colorful form, a jewel of the avian world.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage was a vibrant tapestry of shifting hues.</sentence>
<sentence>Its primary feathers shimmered with an iridescent sapphire, catching the light like polished jewels.</sentence>
<sentence>Beneath its wings, a subtle blush of rose petal pink peeked through, adding a delicate contrast.</sentence>
<sentence>The bird's chest was a creamy ivory, a soft counterpoint to the bolder colors elsewhere.</sentence>
<sentence>A striking band of ebony traced the edge of its wings, a sharp, graphic detail.</sentence>
<sentence>Its tail feathers were a deep, velvety indigo, almost black in the shadows.</sentence>
<sentence>When it tilted its head, the sunlight revealed fleeting glints of emerald green along its back.</sentence>
<sentence>The bird's legs and feet were a surprising shade of coral, a warm, earthy tone.</sentence>
<sentence>Even its eyes seemed to hold a depth of color, reflecting the sky in tiny pools of cerulean.</sentence>
<sentence>Overall, the bird was a living kaleidoscope, a masterwork of natural pigment.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird displays a striking combination of deep midnight blue and vibrant crimson.</sentence>
<sentence>A patch of iridescent turquoise feathers adorns its throat, catching the light with every movement.</sentence>
<sentence>Thin, ebony stripes run parallel along its back, creating a subtle yet distinct contrast.</sentence>
<sentence>The wings are primarily the same midnight blue, but the tips are tipped with soft, downy white.</sentence>
<sentence>Its belly is a pale, creamy white, offering a gentle balance to the darker hues.</sentence>
<sentence>A bold, crimson band wraps around its chest like a miniature sash.</sentence>
<sentence>The tail feathers are long and slender, a gradient of deep blue fading to a soft grey at the tips.</sentence>
<sentence>Subtle flecks of golden yellow are scattered sparingly across its crown, almost like tiny, scattered stars.</sentence>
<sentence>The legs and feet are a dusky grey, almost blending into the shadows.</sentence>
<sentence>Overall, the bird's pattern is a harmonious blend of bold colors and delicate markings.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the shape of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird possessed an exceptionally streamlined body, designed for rapid aerial maneuvers.</sentence>
<sentence>Its torso was slender and elongated, tapering gracefully towards its tail.</sentence>
<sentence>A delicate neck extended from its shoulders, supporting a proportionally small, pointed head.</sentence>
<sentence>Sleek, aerodynamic wings comprised the majority of its lateral profile, folding tightly against its body when at rest.</sentence>
<sentence>The tail feathers were fanned out slightly, appearing as a cohesive rudder to guide its flight.</sentence>
<sentence>Its legs were thin and retractable, barely noticeable when the bird was in motion.</sentence>
<sentence>Every curve and contour of its form suggested efficiency and speed.</sentence>
<sentence>There were no bulky or extraneous appendages to disrupt its smooth silhouette.</sentence>
<sentence>The overall impression was one of elegant, refined athleticism in avian form.</sentence>
<sentence>Even at rest, its posture hinted at the potential for explosive flight, its shape a testament to its purpose.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the what the cat looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possesses a sleek, midnight-black coat that gleams under any light.</sentence>
<sentence>Its fur is exceptionally soft and short, feeling like velvet to the touch.</sentence>
<sentence>Two piercing emerald green eyes stand out vividly against its dark face, often appearing to glow in dimness.</sentence>
<sentence>Its ears are tall and pointed, constantly twitching to catch the faintest sounds.</sentence>
<sentence>A long, slender tail, tipped with a slight curl, moves with graceful deliberation.</sentence>
<sentence>Its body is lithe and muscular, suggesting agility and speed.</sentence>
<sentence>Delicate white paws peek out from beneath its dark fur, almost like tiny snowbanks.</sentence>
<sentence>Its face is characterized by sharp, defined features and high cheekbones.</sentence>
<sentence>A small, pink nose sits centrally on its muzzle.</sentence>
<sentence>Whisker are long and white, fanning out from its cheeks like delicate antennae.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the appearance of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a coat of the deepest ebony, so dark it seemed to absorb the light around it.</sentence>
<sentence>Its fur was short and sleek, catching the faintest glint of illumination with a subtle sheen.</sentence>
<sentence>Two emerald eyes, like twin jewels, stared out from its mysterious face, fringed with impossibly long, white whiskers.</sentence>
<sentence>A small, pink nose sat delicately at the center of its broad forehead.</sentence>
<sentence>Its ears were triangular and pointed, constantly twitching to catch the slightest sound.</sentence>
<sentence>A lean, agile physique was evident, hinting at a creature of grace and swift movement.</sentence>
<sentence>Its tail was long and slender, ending in a subtle, elegant curve.</sentence>
<sentence>Tiny, white paws peeked out from beneath its dark fur, a stark contrast to its overall midnight hue.</sentence>
<sentence>A faint, almost imperceptible dusting of grey appeared along its lower jaw, adding a touch of maturity.</sentence>
<sentence>The overall impression was one of refined elegance and a captivating, enigmatic beauty.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the color of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's fur was a deep, velvety black, absorbing the light like a miniature shadow.</sentence>
<sentence>Each strand seemed to shimmer with an almost iridescent, midnight hue.</sentence>
<sentence>In brighter light, subtle undertones of charcoal and obsidian would emerge.</sentence>
<sentence>The blackness was so profound it felt like looking into a starless night sky.</sentence>
<sentence>There were no patches of white or grey to mar its uniform darkness.</sentence>
<sentence>Its coat possessed a luxurious texture, smooth and sleek against the touch.</sentence>
<sentence>The black color lent an air of mystery and elegance to its feline form.</sentence>
<sentence>Even its whiskers, thin and delicate, were a stark, inky black.</sentence>
<sentence>As it moved, the color seemed to flow and shift, a living embodiment of shadow.</sentence>
<sentence>This pure, unadulterated black was the cat's most striking and defining feature.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the pattern of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat’s fur is a tapestry of charcoal and cream.</sentence>
<sentence>Dark ebony stripes, as if painted with a fine brush, traverse its back and sides.</sentence>
<sentence>These bold markings are interspersed with patches of soft, milky white.</sentence>
<sentence>The white is most prominent on its chest, forming a delicate bib.</sentence>
<sentence>Its paws also boast pristine white ""socks,"" creating a charming contrast with its darker legs.</sentence>
<sentence>A subtle grey undertone peeks through in certain lighting, adding depth to its coloration.</sentence>
<sentence>The stripes narrow and become more delicate as they reach its tail.</sentence>
<sentence>Its face is a blend of these two dominant colors, with a white muzzle and dark splotches around its eyes.</sentence>
<sentence>Even its ears exhibit a subtle gradation, darker on the outside and lighter within.</sentence>
<sentence>This striking patterned coat gives the feline a sophisticated and wild appearance.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the shape of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's body is a graceful, elongated cylinder, tapering slightly towards its hindquarters.</sentence>
<sentence>Its spine allows for remarkable flexibility, enabling it to coil and stretch in fluid, serpentine motions.</sentence>
<sentence>When relaxed, its form often appears soft and amorphous, a study in supple curves.</sentence>
<sentence>When alert, its muscles tense, giving its silhouette a sharp, defined elegance.</sentence>
<sentence>The shoulders are broad and powerful, hinting at its predatory prowess.</sentence>
<sentence>Its legs are lean and well-muscled, designed for both swift sprints and silent stalking.</sentence>
<sentence>The paws are delicate but capable, with retractable claws that contribute to its refined shape.</sentence>
<sentence>The neck is a slender but strong column supporting a proportionally sized head.</sentence>
<sentence>Its tail, often held high or wrapped elegantly, adds a dynamic line to its overall structure.</sentence>
<sentence>Overall, the cat embodies a compact, powerful, and incredibly agile form.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the what the deer looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a coat of soft, tawny brown fur.</sentence>
<sentence>Its body is elegantly slender, built for swift movement.</sentence>
<sentence>Large, liquid dark eyes are set within its deer's face, conveying a gentle awareness.</sentence>
<sentence>A delicate, pointed muzzle tapers to a sensitive black nose.</sentence>
<sentence>Its ears are long and mobile, constantly swiveling to capture the slightest sound.</sentence>
<sentence>A surprisingly fluffy white tail, often flagged in alarm, is held erect.</sentence>
<sentence>Slender, dark legs end in cloven hooves, designed for navigating varied terrain.</sentence>
<sentence>In males, a majestic rack of antlers, often branching, crowns its head.</sentence>
<sentence>These antlers can range in color from bone white to a deep, rich brown.</sentence>
<sentence>The overall impression is one of graceful wildness and quiet beauty.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the appearance of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer stood tall and graceful, a picture of wild elegance.</sentence>
<sentence>Its coat was a rich, dappled brown, blending seamlessly with the forest floor.</sentence>
<sentence>Large, liquid brown eyes, fringed with long lashes, surveyed its surroundings with a gentle alertness.</sentence>
<sentence>From its head, a magnificent rack of antlers branched outwards, a testament to its maturity.</sentence>
<sentence>These antlers, a deep, textured brown, caught the sunlight, highlighting their impressive span.</sentence>
<sentence>Its slender legs, built for swift movement, held its body poised and ready to flee.</sentence>
<sentence>A delicate white patch adorned its throat, offering a soft contrast to its darker fur.</sentence>
<sentence>Its ears, large and pointed, twitched independently, catching the faintest sounds of the woods.</sentence>
<sentence>The deer's muzzle was dark and damp, twitching as it tested the air for scents.</sentence>
<sentence>Finally, a flick of its short, white-flashed tail signaled its subtle awareness of its environment.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the color of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer’s coat was a rich, earthy brown, reminiscent of damp soil after a spring rain.</sentence>
<sentence>Subtle variations in shade created a natural camouflage, with lighter tones on its underbelly and darker hues along its spine.</sentence>
<sentence>Sunlight caught the individual hairs, creating a soft sheen that highlighted its musculature.</sentence>
<sentence>In the dappled shade of the forest, its color blended seamlessly with the fallen leaves and bark of the trees.</sentence>
<sentence>When it moved, the smooth, unified color gave the impression of liquid shadow flowing through the undergrowth.</sentence>
<sentence>Its ears, delicately fringed, were a slightly paler shade, almost a warm tan.</sentence>
<sentence>The muzzle area often exhibited a lighter, almost creamy color, providing a gentle contrast to its browner face.</sentence>
<sentence>Even the tips of its delicate legs seemed to fade into a lighter, buff-like tone as they met the ground.</sentence>
<sentence>Overall, the color was a testament to nature’s artistry, perfectly suited to its wild environment.</sentence>
<sentence>It was a color of deep earth, quiet strength, and the muted beauty of the wilderness.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the pattern of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat exhibits a rich, reddish-brown hue during the warmer months.</sentence>
<sentence>As winter approaches, this color gradually transforms into a duller, grayish-brown.</sentence>
<sentence>A distinctive white patch adorns the underside of the tail, often flicked as a warning.</sentence>
<sentence>The throat area typically displays a lighter, almost creamy coloration.</sentence>
<sentence>Faint white spots can sometimes be observed on the backs of fawns, though these tend to disappear with age.</sentence>
<sentence>The legs often show darker banding, particularly towards the hooves.</sentence>
<sentence>A stark white ring encircles the eyes, providing a contrasting feature to the surrounding fur.</sentence>
<sentence>The ears are lined with a lighter fur, sometimes appearing almost white on the inner surface.</sentence>
<sentence>The muzzle area is generally a darker, sometimes almost black, shade.</sentence>
<sentence>This dappled and varied coloration serves as effective camouflage within their natural woodland habitat.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the shape of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a graceful, elongated body, built for both speed and agility.</sentence>
<sentence>Its legs are slender and remarkably long, supporting its frame with a delicate yet strong structure.</sentence>
<sentence>The chest is deep and well-muscled, hinting at the powerful heart beating within.</sentence>
<sentence>A supple neck arches elegantly, leading to a refined head.</sentence>
<sentence>The head itself is somewhat narrow with large, expressive eyes that convey a gentle awareness.</sentence>
<sentence>Its ears are prominent and can swivel independently, demonstrating acute hearing.</sentence>
<sentence>The muzzle tapers to a fine point, perfect for grazing on delicate vegetation.</sentence>
<sentence>A bushy tail, often held upright when alerted, adds a touch of visual flair.</sentence>
<sentence>The overall silhouette is one of lean efficiency, a creature perfectly adapted to its environment.</sentence>
<sentence>From its delicate hooves to the subtle curve of its back, the deer's shape speaks of natural artistry.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the what the dog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog is a medium-sized breed, standing about two feet tall at the shoulder.</sentence>
<sentence>Its coat is a rich chocolate brown, thick and slightly wavy.</sentence>
<sentence>The fur is longer on its tail and around its neck, giving it a somewhat regal appearance.</sentence>
<sentence>It possesses large, expressive amber eyes that often convey a gentle curiosity.</sentence>
<sentence>Its snout is broad and sturdy, with a wet, black nose.</sentence>
<sentence>The dog's ears are floppy and hang down along its cheeks, adding to its soft, approachable look.</sentence>
<sentence>Its legs are well-muscled and proportionate to its body, suggesting agility and strength.</sentence>
<sentence>The tail is long and tapers to a point, often wagging with a happy, sweeping motion.</sentence>
<sentence>There's a small white patch of fur just above its chest, a distinctive marking.</sentence>
<sentence>Its overall build is athletic yet somewhat cuddly, making it an inviting companion.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the appearance of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog was a magnificent German Shepherd, exuding an aura of both strength and intelligence.</sentence>
<sentence>His coat was a rich, sable color, with deep black markings that formed a striking contrast against the lighter tan of his body.</sentence>
<sentence>His fur was dense and healthy, lying sleek and well-groomed against his powerful frame.</sentence>
<sentence>He possessed a noble head, broad at the skull and tapering to a well-defined muzzle.</sentence>
<sentence>His ears stood erect and alert, triangular in shape, constantly swiveling to catch every sound.</sentence>
<sentence>Large, dark brown eyes, full of a keen and watchful expression, peered out from beneath his thoughtful brow.</sentence>
<sentence>His body was muscular and athletic, with a long, flowing line from his powerful shoulders to his well-set tail.</sentence>
<sentence>A dark, wet nose sat prominently at the end of his muzzle, twitching with curiosity.</sentence>
<sentence>His paws were large and rounded, appearing sturdy and capable of covering great distances.</sentence>
<sentence>Overall, he was a picture of canine nobility, a testament to the breed's renowned beauty and utility.</sentence>"
