dataset,class_name,prompt,content
CIFAR10,bird,"Use 10 sentences to describe the what the bird looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird is small, fitting easily in the palm of a hand.</sentence>
<sentence>Its plumage is a vibrant emerald green across its back and wings.</sentence>
<sentence>A striking cerulean blue adorns its throat and chest.</sentence>
<sentence>The bird's head is capped with a feathery crest of sunshine yellow.</sentence>
<sentence>Its eyes are beady and black, sparkling with a keen intelligence.</sentence>
<sentence>A slender, needle-like beak, perfectly adapted for reaching nectar, is a prominent feature.</sentence>
<sentence>Its tail feathers are long and forked, trailing elegantly behind it in flight.</sentence>
<sentence>Tiny, delicate feet, a dusky grey color, are capable of grasping thin branches.</sentence>
<sentence>The overall impression is one of dazzling color and miniature grace.</sentence>
<sentence>A faint iridescence shimmers on its feathers, catching the light with every movement.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the appearance of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird boasted a vibrant plumage of emerald green that shimmered in the sunlight.</sentence>
<sentence>Its underbelly was a striking contrast, a soft, buttery yellow that extended from its chest to its tail.</sentence>
<sentence>A delicate, almost blush-pink hue tinged its cheeks, giving it a gentle, rosy appearance.</sentence>
<sentence>Two large, intelligent eyes, the color of polished obsidian, surveyed its surroundings with keen interest.</sentence>
<sentence>A slender, ebony beak curved slightly downwards, perfectly suited for its diet.</sentence>
<sentence>Its wings, when folded, displayed a subtle layering of darker green feathers along the edges.</sentence>
<sentence>The bird's legs were a pale, almost translucent grey, ending in delicate, grasping toes.</sentence>
<sentence>A short, elegantly fanned tail, edged with a hint of sapphire blue, bobbed with its movements.</sentence>
<sentence>The overall impression was one of delicate beauty and vibrant energy.</sentence>
<sentence>Tiny, downy feathers softened the lines of its body, creating a plush, almost velvety texture.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the color of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's plumage was a vibrant tapestry of emerald green, shimmering with an almost metallic sheen.</sentence>
<sentence>Deep sapphire blue accents adorned its wings, catching the light with every subtle movement.</sentence>
<sentence>A striking crimson stripe ran down its chest, a bold contrast to the cooler tones.</sentence>
<sentence>Its head was crowned with a patch of sunshine yellow, bright and cheerful.</sentence>
<sentence>Subtle hints of burnt orange peeked through its tail feathers, adding warmth.</sentence>
<sentence>The underside of its belly was a soft, creamy white, providing a calming neutrality.</sentence>
<sentence>Its legs and beak were a delicate shade of charcoal grey.</sentence>
<sentence>When it perched in the dappled sunlight, the greens and blues seemed to pulse with life.</sentence>
<sentence>Each feather appeared to be meticulously painted, blending seamlessly into the next.</sentence>
<sentence>It was a living jewel, a testament to nature's most brilliant color palette.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the pattern of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird displays a striking contrast of deep indigo on its back and wings.</sentence>
<sentence>Its chest and belly are a vibrant, almost fiery, orange.</sentence>
<sentence>A band of stark white feathers encircles its neck, forming a distinct collar.</sentence>
<sentence>The top of its head is a uniform black, smoothly transitioning into the indigo of its back.</sentence>
<sentence>Its tail feathers are a darker shade of blue, almost black, with subtle hints of the indigo.</sentence>
<sentence>Fine black barring is visible on the upper surfaces of its wings, adding texture.</sentence>
<sentence>There are small patches of pale yellow on its flanks, just below the orange breast.</sentence>
<sentence>The feathers around its eyes are a very light grey, making them appear prominent.</sentence>
<sentence>Its legs and feet are a dark grey, almost black, providing a grounding contrast.</sentence>
<sentence>The overall pattern creates a visually arresting image, a bold combination of warm and cool colors.</sentence>"
CIFAR10,bird,"Use 10 sentences to describe the the shape of the bird:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The bird's body is a sleek, torpedo-like form, built for aerodynamic efficiency.</sentence>
<sentence>Its head is relatively small and smoothly tapers to a sharp, pointed beak.</sentence>
<sentence>The chest is broad and rounded, suggesting powerful flight muscles beneath.</sentence>
<sentence>Its back is gently sloped, leading into a more compact torso.</sentence>
<sentence>The bird's tail is long and narrow, often fanned out or held in a streamlined V-shape.</sentence>
<sentence>Wings are slender and pointed, capable of both rapid flapping and effortless gliding.</sentence>
<sentence>Its legs are thin and tucked close to the body in flight, minimizing drag.</sentence>
<sentence>There's a delicate, almost fragile appearance to its extremities, contrasting with its robust core.</sentence>
<sentence>The overall silhouette is one of athletic grace and purposeful design.</sentence>
<sentence>From tip of beak to the end of its tail, the shape speaks of agility and swift movement through the air.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the what the cat looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat possessed a sleek, obsidian coat that shimmered under the light.</sentence>
<sentence>Its eyes were large, emerald orbs that seemed to hold an ancient wisdom.</sentence>
<sentence>A delicate, rose-pink nose twitched subtly, sensing the world around it.</sentence>
<sentence>Long, white whiskers fanned out from its muzzle, sensitive to the slightest disturbance.</sentence>
<sentence>Its ears were elegantly pointed, swiveling with a keen aptitude for sound.</sentence>
<sentence>A slender, lithe body hinted at agility and grace.</sentence>
<sentence>Its tail, long and plush, swayed with a slow, deliberate rhythm.</sentence>
<sentence>Tiny, soft paws, tipped with retractable claws, moved almost silently.</sentence>
<sentence>A faint dusting of silver tipped the edges of its ears and tail, a subtle contrast.</sentence>
<sentence>Its overall appearance was one of refined elegance and quiet mystery.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the appearance of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The Siamese cat possessed a coat of the purest, unblemished snow white.</sentence>
<sentence>Its fur was short, sleek, and felt incredibly soft to the touch.</sentence>
<sentence>Deep sapphire blue eyes, almond-shaped and wide, stood out dramatically against its pale face.</sentence>
<sentence>A sleek, dark chocolate color adorned its distinctive points: ears, muzzle, paws, and tail.</sentence>
<sentence>Its body was lithe and elongated, suggesting a graceful, athletic build.</sentence>
<sentence>A delicate, triangular head was crowned with large, expressive ears that stood erect and alert.</sentence>
<sentence>The tail was long and tapering, often held high as a proud banner.</sentence>
<sentence>Fine, almost invisible whiskers fanned out from its refined muzzle.</sentence>
<sentence>A subtle pink tone peeked through the thin fur on its nose and paw pads.</sentence>
<sentence>The overall impression was one of elegant beauty and striking contrast.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the color of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's fur was a deep, velvety black, so dark it seemed to absorb the light around it.</sentence>
<sentence>Each strand of hair shimmered with a subtle undertone of midnight blue under direct illumination.</sentence>
<sentence>There were no patches of white or grey to break the uniformity of its inky coat.</sentence>
<sentence>The blackness was so profound it made the cat appear almost like a shadow come to life.</sentence>
<sentence>Even its paws were covered in this same rich, dark pigment, rendering them nearly invisible against a dark floor.</sentence>
<sentence>The contrast of its black fur against lighter backgrounds was striking and dramatic.</sentence>
<sentence>When it blinked its eyes, the emerald green irises seemed to glow like jewels against the darkness of its face.</sentence>
<sentence>The cat possessed a sleekness that enhanced the depth and richness of its black coloration.</sentence>
<sentence>It was a creature of pure ebony, a living silhouette moving with silent grace.</sentence>
<sentence>This absence of any lighter hue made its form appear simultaneously solid and ethereal.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the pattern of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The Siamese cat's coat is a striking example of temperature-dependent coloration.</sentence>
<sentence>Its body is a warm, creamy ivory, a stark contrast to its darker extremities.</sentence>
<sentence>These cooler areas, forming the ""points,"" include the ears, face, paws, and tail.</sentence>
<sentence>The darker pigment, melanin, is synthesized more readily in the cooler parts of the cat's body.</sentence>
<sentence>This genetic trait, known as Himalayan or Siamese gene, results in a beautiful gradient of color.</sentence>
<sentence>Kittens are born a pale cream all over, and their points gradually darken as they mature.</sentence>
<sentence>The intensity of the points can also vary with the ambient temperature, becoming darker in cooler environments.</sentence>
<sentence>Some Siamese cats might even develop faint ""ghost striping"" within their points, a subtle tabby pattern.</sentence>
<sentence>The rich, dark chocolate or seal brown of the points is a defining characteristic of this breed.</sentence>
<sentence>This unique pattern gives the Siamese cat its distinctive and elegant appearance.</sentence>"
CIFAR10,cat,"Use 10 sentences to describe the the shape of the cat:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The cat's body is a study in elegance and controlled power.</sentence>
<sentence>It possesses a long, lithe form, capable of both graceful stretches and explosive bursts of movement.</sentence>
<sentence>Its spine is incredibly flexible, allowing it to twist and contort in astonishing ways.</sentence>
<sentence>The shoulders and hips are well-defined, hinting at underlying musculature.</sentence>
<sentence>Its legs are slender yet strong, ending in neat, padded paws.</sentence>
<sentence>The tail is often a fluid extension of its mood, long and expressive and sometimes ending in a slight curve.</sentence>
<sentence>The head is generally triangular, with prominent cheekbones and a delicate muzzle.</sentence>
<sentence>A gentle slope defines the transition from the neck to the torso.</sentence>
<sentence>Its overall silhouette is one of compact, sinuous grace, even when at rest.</sentence>
<sentence>In essence, the cat's shape is a perfect blend of streamlined efficiency and aesthetic appeal.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the what the deer looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's coat is a warm, tawny brown, blending seamlessly with the forest floor.</sentence>
<sentence>Its large, liquid brown eyes are soft and observant, constantly scanning its surroundings.</sentence>
<sentence>Delicate, dark eyelashes fringe these expressive eyes, adding a touch of vulnerability.</sentence>
<sentence>A pair of tall, slender ears, tipped with dark fur, swivel independently, catching the faintest of sounds.</sentence>
<sentence>The deer's muzzle is a darker shade, almost black, and moist with a fine, twitching nose.</sentence>
<sentence>A slender, elegant neck supports its gracefully shaped head.</sentence>
<sentence>For a mature male, impressive antlers, branching like intricate trees, crown its head.</sentence>
<sentence>Its legs are long and thin, built for swift movement and agility.</sentence>
<sentence>The deer's tail is short and white on the underside, flicking nervously or held aloft as a warning.</sentence>
<sentence>A general impression of quiet grace and wildness emanates from its entire physique.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the appearance of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer stood poised, a picture of wild grace in the dappled sunlight.</sentence>
<sentence>Its coat was a warm, rich russet, blending seamlessly with the fallen leaves.</sentence>
<sentence>Long, slender legs supported its lean body, giving it an ethereal elegance.</sentence>
<sentence>A delicate, almost impossibly fine tail flicked intermittently behind it.</sentence>
<sentence>Its head was held high, framed by large, expressive dark eyes that seemed to absorb every detail of its surroundings.</sentence>
<sentence>Delicate, velvety ears twitched forward, capturing the faintest sound.</sentence>
<sentence>The muzzle was dark and moist, a soft contrast to the surrounding fur.</sentence>
<sentence>The ridge of its back showed a subtle strength, hinting at its agility.</sentence>
<sentence>Each movement was fluid and deliberate, a testament to its wild nature.</sentence>
<sentence>In moments of stillness, it became almost indistinguishable from the ancient trees around it.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the color of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer displayed a rich, earthy coat that blended seamlessly with the forest floor.</sentence>
<sentence>Its fur was a warm, reddish-brown, reminiscent of sun-drenched autumn leaves.</sentence>
<sentence>Subtle variations in shade created a dappled effect, highlighting its powerful musculature.</sentence>
<sentence>Along its flanks, the color softened to a lighter tan, almost a golden hue in certain lights.</sentence>
<sentence>The underbelly was a contrasting pale cream, a soft beacon against the darker tones.</sentence>
<sentence>Its tail, tipped with white, provided a flash of brightness against the prevailing brown.</sentence>
<sentence>The color was not uniform, with darker markings appearing on its legs and face.</sentence>
<sentence>This camouflage hue was perfectly adapted to conceal it within its natural environment.</sentence>
<sentence>In the dappled sunlight, its coat shimmered with a subtle depth, hinting at hidden layers of pigment.</sentence>
<sentence>Overall, the deer's color was a beautiful symphony of neutral tones, expertly crafted by nature.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the pattern of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer's pattern is a masterpiece of natural camouflage.</sentence>
<sentence>Its coat is adorned with a delicate tapestry of reddish-brown hues.</sentence>
<sentence>This base color provides excellent concealment within the dappled sunlight of the forest.</sentence>
<sentence>Scattered across its back and sides are numerous white spots, roughly oval in shape.</sentence>
<sentence>These spots are most prominent in the younger deer, often referred to as fawns.</sentence>
<sentence>As the deer matures, these spots tend to fade and become less distinct.</sentence>
<sentence>The underside of its body, including the belly and throat, is a lighter, creamy white.</sentence>
<sentence>This lighter coloration offers further blending against the lighter sky when viewed from below.</sentence>
<sentence>A noticeable white patch also encircles its dark, expressive eyes.</sentence>
<sentence>These varied markings work in unison to help the deer evade predators and blend seamlessly with its environment.</sentence>"
CIFAR10,deer,"Use 10 sentences to describe the the shape of the deer:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The deer possesses a graceful, elongated body, built for both speed and agility.</sentence>
<sentence>Its slender legs are remarkably strong, allowing for powerful leaps and swift dashes through the forest.</sentence>
<sentence>A long, elegant neck supports a refined head, often held high to survey its surroundings.</sentence>
<sentence>The head is typically narrow and tapering, culminating in a sensitive muzzle.</sentence>
<sentence>Large, expressive eyes are set on the sides of its head, providing a wide field of vision.</sentence>
<sentence>Delicate, alert ears are positioned atop its head, capable of swiveling to catch the faintest sounds.</sentence>
<sentence>The back of the deer forms a gentle, curving line from the neck to the hindquarters.</sentence>
<sentence>Its chest is deep and well-muscled, hinting at its endurance.</sentence>
<sentence>The tail, often white-tipped, is relatively short but expressive, wagging or held upright.</sentence>
<sentence>Overall, the deer's form is a testament to evolutionary adaptation for life in the wild, a balanced composition of lean muscle and fluid lines.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the what the dog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possesses a sleek, muscular build, hinting at agility and strength.</sentence>
<sentence>Its coat is a deep, glossy black, catching the light with every movement.</sentence>
<sentence>A narrow, pointed muzzle tapers to a wet, black nose.</sentence>
<sentence>Its ears stand erect and triangular, constantly swiveling to catch sounds.</sentence>
<sentence>Intelligent, almond-shaped eyes gleam with a warm, amber hue.</sentence>
<sentence>A long, whip-like tail trails behind, often held high when alert.</sentence>
<sentence>Muscular shoulders and a deep chest suggest a powerful gait.</sentence>
<sentence>Its paws are neat and compact, with dark, well-defined pads.</sentence>
<sentence>A subtle richness in its fur suggests a healthy, well-groomed specimen.</sentence>
<sentence>Overall, it presents an image of noble alertness and quiet confidence.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the appearance of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possessed a coat of rich, chocolate brown, so deep it seemed to absorb the light.</sentence>
<sentence>His fur was a delightful mix of short, sleek sections on his back and longer, feathered plumes around his tail and legs.</sentence>
<sentence>A broad, intelligent head was crowned with soft, floppy ears that brushed against his cheeks.</sentence>
<sentence>His eyes, large and expressive, were the color of warm amber, often shining with curiosity or affection.</sentence>
<sentence>A sturdy, muscular build suggested a dog full of energy and capable of long journeys.</sentence>
<sentence>His paws were substantial and well-padded, hinting at a creature that enjoyed exploring the outdoors.</sentence>
<sentence>A gentle curve characterized his back, leading to a tail that perpetually wagged with an enthusiastic rhythm.</sentence>
<sentence>His muzzle was square and well-defined, with a wet, black nose that twitched at every interesting scent.</sentence>
<sentence>When he stood alert, his ears would perk slightly, revealing the velvety texture of their inner surfaces.</sentence>
<sentence>Overall, he presented a picture of robust health and amiable disposition, a truly handsome canine companion.</sentence>"
